entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,05:56:54 GMT,0.437,1,1,59551,10000,4,1,5.048,-0.1,-0.505,debugAutoTest,RW0071,20200913225654
2,05:56:55 GMT,1.155,1,1,53032,10000,4,1,5.056,21.1,106.682,debugAutoTest,RW0071,20200913225654
3,05:56:56 GMT,1.875,1,1,44820,10000,4,1,5.052,20.3,102.556,debugAutoTest,RW0071,20200913225654
4,05:56:56 GMT,2.595,1,1,37926,10000,4,1,5.06,23.5,118.91,debugAutoTest,RW0071,20200913225654
5,05:56:57 GMT,3.314,1,1,31938,10000,4,1,5.052,20.7,104.576,debugAutoTest,RW0071,20200913225654
6,05:56:58 GMT,4.034,1,1,26871,10000,4,1,5.056,23.2,117.299,debugAutoTest,RW0071,20200913225654
7,05:56:59 GMT,4.753,1,1,22604,10000,4,1,5.056,19.2,97.075,debugAutoTest,RW0071,20200913225654
8,05:56:59 GMT,5.651,1,1,18100,20000,4,1,5.028,26.9,135.253,debugAutoTest,RW0071,20200913225654
9,05:57:00 GMT,6.37,1,1,18759,20000,4,1,5.04,102.1,514.584,debugAutoTest,RW0071,20200913225654
10,05:57:01 GMT,7.09,1,1,20416,20000,3,1,5.052,39.5,199.554,debugAutoTest,RW0071,20200913225654
11,05:57:02 GMT,7.81,1,1,20490,20000,3,1,5.056,32.7,165.331,debugAutoTest,RW0071,20200913225654
12,05:57:02 GMT,8.529,1,1,20453,20000,3,1,5.048,33.2,167.594,debugAutoTest,RW0071,20200913225654
13,05:57:03 GMT,9.248,1,1,20429,20000,3,1,5.056,34.5,174.432,debugAutoTest,RW0071,20200913225654
14,05:57:04 GMT,9.968,1,1,20391,20000,3,1,5.052,35.6,179.851,debugAutoTest,RW0071,20200913225654
15,05:57:05 GMT,10.861,1,1,20660,30000,4,1,4.936,446.8,2205.405,debugAutoTest,RW0071,20200913225654
16,05:57:05 GMT,11.58,1,1,26816,30000,4,1,4.996,278.4,1390.886,debugAutoTest,RW0071,20200913225654
17,05:57:06 GMT,12.299,1,1,29872,30000,3,1,5.056,44.8,226.509,debugAutoTest,RW0071,20200913225654
18,05:57:07 GMT,13.019,1,1,30017,30000,3,1,5.056,45.4,229.542,debugAutoTest,RW0071,20200913225654
19,05:57:08 GMT,13.738,1,1,30051,30000,3,1,5.048,41.8,211.006,debugAutoTest,RW0071,20200913225654
