entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,05:55:00 GMT,0.416,1,1,10004,10000,3,1,5.036,30.6,154.102,debugAutoTest,RW0071,20200913225500
2,05:55:03 GMT,3.137,1,1,10003,10000,3,1,5.056,27.6,139.546,debugAutoTest,RW0071,20200913225500
3,05:55:06 GMT,5.859,1,1,11719,20000,4,1,4.94,533.2,2634.008,debugAutoTest,RW0071,20200913225500
4,05:55:08 GMT,8.58,1,1,19769,20000,4,1,5.056,32.0,161.792,debugAutoTest,RW0071,20200913225500
5,05:55:11 GMT,11.302,1,1,24115,30000,4,1,4.956,494.5,2450.742,debugAutoTest,RW0071,20200913225500
6,05:55:14 GMT,14.024,1,1,29643,30000,4,1,5.052,39.6,200.059,debugAutoTest,RW0071,20200913225500
7,05:55:17 GMT,16.745,1,1,35243,40000,4,1,4.98,394.0,1962.12,debugAutoTest,RW0071,20200913225500
8,05:55:19 GMT,19.467,1,1,39583,40000,4,1,5.04,51.8,261.072,debugAutoTest,RW0071,20200913225500
9,05:55:22 GMT,22.188,1,1,45391,50000,4,1,4.996,310.8,1552.757,debugAutoTest,RW0071,20200913225500
10,05:55:25 GMT,24.91,1,1,49541,50000,4,1,5.052,53.3,269.272,debugAutoTest,RW0071,20200913225500
11,05:55:27 GMT,27.632,1,1,54537,60000,4,1,5.012,233.9,1172.307,debugAutoTest,RW0071,20200913225500
12,05:55:30 GMT,30.353,1,1,59530,60000,4,1,5.06,63.0,318.78,debugAutoTest,RW0071,20200913225500
13,05:55:33 GMT,33.075,1,1,59642,60000,4,1,5.04,66.2,333.648,debugAutoTest,RW0071,20200913225500
14,05:55:36 GMT,35.797,1,1,59715,60000,4,1,5.04,83.2,419.328,debugAutoTest,RW0071,20200913225500
15,05:55:38 GMT,38.519,1,1,59788,60000,4,1,5.056,83.7,423.187,debugAutoTest,RW0071,20200913225500
16,05:55:41 GMT,41.241,1,1,59837,60000,3,1,5.052,67.9,343.031,debugAutoTest,RW0071,20200913225500
17,05:55:44 GMT,43.962,1,1,59870,60000,3,1,5.044,64.3,324.329,debugAutoTest,RW0071,20200913225500
