entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,06:12:28 GMT,0.428,1,1,39557,10000,4,1,5.044,19.8,99.871,debugAutoTest,RW0071,20200913231227
2,06:12:29 GMT,1.147,1,1,33863,10000,4,1,5.052,22.6,114.175,debugAutoTest,RW0071,20200913231227
3,06:12:29 GMT,1.866,1,1,28451,10000,4,1,5.056,20.0,101.12,debugAutoTest,RW0071,20200913231227
4,06:12:30 GMT,2.586,1,1,23857,10000,4,1,5.068,20.5,103.894,debugAutoTest,RW0071,20200913231227
5,06:12:31 GMT,3.305,1,1,19943,10000,4,1,5.06,22.3,112.838,debugAutoTest,RW0071,20200913231227
6,06:12:31 GMT,4.024,1,1,16570,10000,4,1,5.056,21.2,107.187,debugAutoTest,RW0071,20200913231227
7,06:12:32 GMT,4.743,1,1,13755,10000,4,1,5.048,20.2,101.97,debugAutoTest,RW0071,20200913231227
8,06:12:33 GMT,5.655,1,1,11354,20000,4,1,4.964,369.9,1836.184,debugAutoTest,RW0071,20200913231227
9,06:12:34 GMT,6.374,1,1,17922,20000,4,1,5.032,132.2,665.23,debugAutoTest,RW0071,20200913231227
10,06:12:34 GMT,7.094,1,1,19982,20000,3,1,5.044,35.3,178.053,debugAutoTest,RW0071,20200913231227
11,06:12:35 GMT,7.813,1,1,20062,20000,3,1,5.068,33.4,169.271,debugAutoTest,RW0071,20200913231227
12,06:12:36 GMT,8.532,1,1,20086,20000,3,1,5.056,33.6,169.882,debugAutoTest,RW0071,20200913231227
13,06:12:37 GMT,9.252,1,1,20084,20000,3,1,5.048,30.5,153.964,debugAutoTest,RW0071,20200913231227
14,06:12:37 GMT,9.971,1,1,20084,20000,3,1,5.048,31.9,161.031,debugAutoTest,RW0071,20200913231227
15,06:12:38 GMT,10.879,1,1,20515,30000,4,1,4.948,453.6,2244.413,debugAutoTest,RW0071,20200913231227
16,06:12:39 GMT,11.598,1,1,26741,30000,4,1,5.008,254.8,1276.038,debugAutoTest,RW0071,20200913231227
17,06:12:40 GMT,12.317,1,1,29614,30000,4,1,5.048,44.6,225.141,debugAutoTest,RW0071,20200913231227
18,06:12:40 GMT,13.036,1,1,29810,30000,3,1,5.056,44.0,222.464,debugAutoTest,RW0071,20200913231227
19,06:12:41 GMT,13.756,1,1,29812,30000,3,1,5.056,44.6,225.498,debugAutoTest,RW0071,20200913231227
20,06:12:42 GMT,14.475,1,1,29829,30000,3,1,5.052,37.2,187.934,debugAutoTest,RW0071,20200913231227
21,06:12:43 GMT,15.194,1,1,29847,30000,3,1,5.04,38.8,195.552,debugAutoTest,RW0071,20200913231227
22,06:12:43 GMT,16.107,1,1,30258,40000,4,1,4.94,444.3,2194.842,debugAutoTest,RW0071,20200913231227
23,06:12:44 GMT,16.826,1,1,35543,40000,4,1,4.98,374.8,1866.504,debugAutoTest,RW0071,20200913231227
24,06:12:45 GMT,17.545,1,1,39254,40000,4,1,5.04,77.6,391.104,debugAutoTest,RW0071,20200913231227
25,06:12:46 GMT,18.265,1,1,39630,40000,4,1,5.068,50.9,257.961,debugAutoTest,RW0071,20200913231227
26,06:12:46 GMT,18.984,1,1,39674,40000,4,1,5.056,61.1,308.922,debugAutoTest,RW0071,20200913231227
27,06:12:47 GMT,19.704,1,1,39687,40000,4,1,5.048,53.6,270.573,debugAutoTest,RW0071,20200913231227
28,06:12:48 GMT,20.423,1,1,39719,40000,4,1,5.064,52.4,265.354,debugAutoTest,RW0071,20200913231227
29,06:12:49 GMT,21.335,1,1,40181,50000,4,1,4.968,360.0,1788.48,debugAutoTest,RW0071,20200913231227
30,06:12:49 GMT,22.054,1,1,44301,50000,4,1,4.988,313.5,1563.738,debugAutoTest,RW0071,20200913231227
31,06:12:50 GMT,22.774,1,1,47983,50000,4,1,5.032,178.0,895.696,debugAutoTest,RW0071,20200913231227
32,06:12:51 GMT,23.493,1,1,49434,50000,4,1,5.04,75.0,378.0,debugAutoTest,RW0071,20200913231227
33,06:12:52 GMT,24.212,1,1,49576,50000,4,1,5.04,54.9,276.696,debugAutoTest,RW0071,20200913231227
34,06:12:52 GMT,24.932,1,1,49607,50000,4,1,5.06,57.2,289.432,debugAutoTest,RW0071,20200913231227
35,06:12:53 GMT,25.651,1,1,49622,50000,4,1,5.048,61.2,308.938,debugAutoTest,RW0071,20200913231227
36,06:12:54 GMT,26.564,1,1,50032,60000,4,1,5.004,267.8,1340.071,debugAutoTest,RW0071,20200913231227
37,06:12:55 GMT,27.283,1,1,52920,60000,4,1,5.008,243.1,1217.445,debugAutoTest,RW0071,20200913231227
38,06:12:55 GMT,28.002,1,1,55413,60000,4,1,5.012,212.1,1063.045,debugAutoTest,RW0071,20200913231227
39,06:12:56 GMT,28.721,1,1,57578,60000,4,1,5.02,195.5,981.41,debugAutoTest,RW0071,20200913231227
40,06:12:57 GMT,29.441,1,1,59245,60000,4,1,5.044,103.2,520.541,debugAutoTest,RW0071,20200913231227
41,06:12:58 GMT,30.16,1,1,59535,60000,4,1,5.032,79.9,402.057,debugAutoTest,RW0071,20200913231227
42,06:12:58 GMT,30.88,1,1,59579,60000,4,1,5.06,61.6,311.696,debugAutoTest,RW0071,20200913231227
43,06:12:59 GMT,31.792,1,1,59192,0,4,1,5.024,-0.1,-0.502,debugAutoTest,RW0071,20200913231227
44,06:13:00 GMT,32.511,1,1,52658,0,4,1,5.056,22.4,113.254,debugAutoTest,RW0071,20200913231227
45,06:13:01 GMT,33.23,1,1,44626,0,4,1,5.052,21.4,108.113,debugAutoTest,RW0071,20200913231227
