entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,06:48:24 GMT,0.409,1,1,49691,10000,4,1,5.036,0.0,0.0,debugAutoTest,RW0071,20200913234824
2,06:48:25 GMT,0.725,1,1,47502,10000,4,1,5.056,21.3,107.693,debugAutoTest,RW0071,20200913234824
3,06:48:25 GMT,1.043,1,1,44231,10000,4,1,5.056,19.8,100.109,debugAutoTest,RW0071,20200913234824
4,06:48:25 GMT,1.362,1,1,40982,10000,4,1,5.056,19.2,97.075,debugAutoTest,RW0071,20200913234824
5,06:48:26 GMT,1.681,1,1,38142,10000,4,1,5.052,20.0,101.04,debugAutoTest,RW0071,20200913234824
6,06:48:26 GMT,2.0,1,1,35288,10000,4,1,5.048,20.4,102.979,debugAutoTest,RW0071,20200913234824
7,06:48:26 GMT,2.319,1,1,32706,10000,4,1,5.056,19.1,96.57,debugAutoTest,RW0071,20200913234824
8,06:48:27 GMT,2.638,1,1,30252,10000,4,1,5.06,19.1,96.646,debugAutoTest,RW0071,20200913234824
9,06:48:27 GMT,2.957,1,1,28074,10000,4,1,5.052,20.8,105.082,debugAutoTest,RW0071,20200913234824
10,06:48:27 GMT,3.276,1,1,26028,10000,4,1,5.068,20.4,103.387,debugAutoTest,RW0071,20200913234824
11,06:48:28 GMT,3.595,1,1,23967,10000,4,1,5.072,20.3,102.962,debugAutoTest,RW0071,20200913234824
12,06:48:28 GMT,3.915,1,1,22187,10000,4,1,5.056,21.6,109.21,debugAutoTest,RW0071,20200913234824
13,06:48:28 GMT,4.234,1,1,20543,10000,4,1,5.076,20.0,101.52,debugAutoTest,RW0071,20200913234824
14,06:48:28 GMT,4.554,1,1,19036,10000,4,1,5.064,17.7,89.633,debugAutoTest,RW0071,20200913234824
15,06:48:29 GMT,4.873,1,1,17517,10000,4,1,5.068,20.7,104.908,debugAutoTest,RW0071,20200913234824
16,06:48:29 GMT,5.193,1,1,16138,10000,4,1,5.064,17.7,89.633,debugAutoTest,RW0071,20200913234824
17,06:48:30 GMT,5.617,1,1,14432,20000,4,1,5.06,84.2,426.052,debugAutoTest,RW0071,20200913234824
18,06:48:30 GMT,5.937,1,1,14411,20000,4,1,4.972,436.9,2172.267,debugAutoTest,RW0071,20200913234824
19,06:48:30 GMT,6.256,1,1,17245,20000,4,1,5.02,194.7,977.394,debugAutoTest,RW0071,20200913234824
20,06:48:30 GMT,6.575,1,1,19536,20000,4,1,5.052,41.3,208.648,debugAutoTest,RW0071,20200913234824
21,06:48:31 GMT,6.894,1,1,20031,20000,3,1,5.056,43.1,217.914,debugAutoTest,RW0071,20200913234824
22,06:48:31 GMT,7.213,1,1,20214,20000,3,1,5.052,35.1,177.325,debugAutoTest,RW0071,20200913234824
23,06:48:31 GMT,7.532,1,1,20278,20000,3,1,5.056,35.9,181.51,debugAutoTest,RW0071,20200913234824
24,06:48:32 GMT,7.851,1,1,20289,20000,3,1,5.06,30.1,152.306,debugAutoTest,RW0071,20200913234824
25,06:48:32 GMT,8.17,1,1,20280,20000,3,1,5.056,33.5,169.376,debugAutoTest,RW0071,20200913234824
26,06:48:32 GMT,8.489,1,1,20272,20000,3,1,5.048,33.7,170.118,debugAutoTest,RW0071,20200913234824
27,06:48:33 GMT,8.809,1,1,20265,20000,3,1,5.076,31.2,158.371,debugAutoTest,RW0071,20200913234824
28,06:48:33 GMT,9.128,1,1,20256,20000,3,1,5.072,33.1,167.883,debugAutoTest,RW0071,20200913234824
29,06:48:33 GMT,9.447,1,1,20252,20000,3,1,5.068,33.1,167.751,debugAutoTest,RW0071,20200913234824
30,06:48:34 GMT,9.765,1,1,20246,20000,3,1,5.076,31.5,159.894,debugAutoTest,RW0071,20200913234824
31,06:48:34 GMT,10.084,1,1,20240,20000,3,1,5.056,32.6,164.826,debugAutoTest,RW0071,20200913234824
32,06:48:34 GMT,10.403,1,1,20236,20000,3,1,5.072,33.7,170.926,debugAutoTest,RW0071,20200913234824
33,06:48:35 GMT,10.825,1,1,20479,30000,4,1,4.98,446.4,2223.072,debugAutoTest,RW0071,20200913234824
34,06:48:35 GMT,11.144,1,1,23035,30000,4,1,4.952,501.0,2480.952,debugAutoTest,RW0071,20200913234824
35,06:48:35 GMT,11.463,1,1,26022,30000,4,1,4.984,383.5,1911.364,debugAutoTest,RW0071,20200913234824
36,06:48:36 GMT,11.782,1,1,28529,30000,4,1,5.048,112.7,568.91,debugAutoTest,RW0071,20200913234824
37,06:48:36 GMT,12.101,1,1,29562,30000,4,1,5.052,60.3,304.636,debugAutoTest,RW0071,20200913234824
38,06:48:36 GMT,12.42,1,1,29835,30000,3,1,5.06,45.3,229.218,debugAutoTest,RW0071,20200913234824
39,06:48:37 GMT,12.739,1,1,29905,30000,3,1,5.056,44.3,223.981,debugAutoTest,RW0071,20200913234824
40,06:48:37 GMT,13.058,1,1,29920,30000,3,1,5.056,48.8,246.733,debugAutoTest,RW0071,20200913234824
41,06:48:37 GMT,13.377,1,1,29922,30000,3,1,5.052,47.5,239.97,debugAutoTest,RW0071,20200913234824
42,06:48:38 GMT,13.696,1,1,29923,30000,3,1,5.056,46.5,235.104,debugAutoTest,RW0071,20200913234824
43,06:48:38 GMT,14.015,1,1,29934,30000,3,1,5.06,40.4,204.424,debugAutoTest,RW0071,20200913234824
