entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,00:32:39 GMT,0.36,1,1,9500,10000,4,1,0.884,-0.1,-0.088,minRampTimeTest,RW3,20200908173238
2,00:32:39 GMT,0.666,1,1,9500,10000,4,1,0.892,-0.1,-0.089,minRampTimeTest,RW3,20200908173238
3,00:32:39 GMT,0.973,1,1,9500,10000,4,1,0.888,-0.5,-0.444,minRampTimeTest,RW3,20200908173238
4,00:32:40 GMT,1.284,1,1,9500,10000,4,1,0.892,-0.3,-0.268,minRampTimeTest,RW3,20200908173238
5,00:32:40 GMT,1.596,1,1,9500,10000,4,1,0.888,-0.3,-0.266,minRampTimeTest,RW3,20200908173238
6,00:32:40 GMT,1.908,1,1,9500,10000,4,1,0.888,-0.2,-0.178,minRampTimeTest,RW3,20200908173238
7,00:32:41 GMT,2.22,1,1,9500,10000,4,1,0.896,-0.2,-0.179,minRampTimeTest,RW3,20200908173238
8,00:32:41 GMT,2.532,1,1,9500,10000,4,1,0.892,-0.5,-0.446,minRampTimeTest,RW3,20200908173238
9,00:32:41 GMT,2.844,1,1,9500,10000,4,1,0.884,-0.2,-0.177,minRampTimeTest,RW3,20200908173238
10,00:32:42 GMT,3.155,1,1,9500,10000,4,1,0.888,-0.3,-0.266,minRampTimeTest,RW3,20200908173238
11,00:32:42 GMT,3.467,1,1,9500,10000,4,1,0.888,-0.6,-0.533,minRampTimeTest,RW3,20200908173238
12,00:32:42 GMT,3.779,1,1,9500,10000,4,1,0.884,-0.4,-0.354,minRampTimeTest,RW3,20200908173238
13,00:32:43 GMT,4.09,1,1,9500,10000,4,1,0.888,-0.5,-0.444,minRampTimeTest,RW3,20200908173238
14,00:32:43 GMT,4.402,1,1,9500,10000,4,1,0.888,-0.1,-0.089,minRampTimeTest,RW3,20200908173238
15,00:32:43 GMT,4.714,1,1,9500,10000,4,1,0.888,-0.2,-0.178,minRampTimeTest,RW3,20200908173238
16,00:32:44 GMT,5.026,1,1,9500,10000,4,1,0.892,-0.3,-0.268,minRampTimeTest,RW3,20200908173238
17,00:32:44 GMT,5.405,1,1,9500,10000,4,1,0.892,-0.5,-0.446,minRampTimeTest,RW3,20200908173238
18,00:32:44 GMT,5.712,0,1,9975,10622,4,1,0.888,0.0,0.0,minRampTimeTest,RW3,20200908173238
19,00:32:45 GMT,6.021,1,1,9975,10500,4,1,0.892,-0.3,-0.268,minRampTimeTest,RW3,20200908173238
20,00:32:45 GMT,6.333,1,1,9975,10500,4,1,0.888,-0.1,-0.089,minRampTimeTest,RW3,20200908173238
21,00:32:45 GMT,6.644,1,1,9975,10500,4,1,0.884,-0.4,-0.354,minRampTimeTest,RW3,20200908173238
22,00:32:45 GMT,6.955,1,1,9975,10500,4,1,0.892,-0.3,-0.268,minRampTimeTest,RW3,20200908173238
23,00:32:46 GMT,7.266,1,1,9975,10500,4,1,0.892,-0.3,-0.268,minRampTimeTest,RW3,20200908173238
