entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,23:57:05 GMT,0.207,1,1,0,0,4,1,5.012,5.2,26.062,zeroCrossTest,RW0-0072,20200915165705
2,23:57:05 GMT,0.422,1,1,0,0,4,1,5.028,5.9,29.665,zeroCrossTest,RW0-0072,20200915165705
3,23:57:06 GMT,0.637,1,1,0,0,1,1,5.016,6.8,34.109,zeroCrossTest,RW0-0072,20200915165705
4,23:57:06 GMT,0.852,1,1,0,0,1,1,5.008,5.5,27.544,zeroCrossTest,RW0-0072,20200915165705
5,23:57:06 GMT,1.07,1,1,0,0,1,1,5.024,5.3,26.627,zeroCrossTest,RW0-0072,20200915165705
6,23:57:06 GMT,1.288,1,1,0,0,1,1,5.02,7.7,38.654,zeroCrossTest,RW0-0072,20200915165705
7,23:57:06 GMT,1.507,1,1,0,0,1,1,5.024,8.6,43.206,zeroCrossTest,RW0-0072,20200915165705
8,23:57:07 GMT,1.725,1,1,0,0,1,1,5.02,5.5,27.61,zeroCrossTest,RW0-0072,20200915165705
9,23:57:07 GMT,1.944,1,1,0,0,1,1,5.012,8.5,42.602,zeroCrossTest,RW0-0072,20200915165705
10,23:57:07 GMT,2.162,1,1,0,0,1,1,5.02,9.2,46.184,zeroCrossTest,RW0-0072,20200915165705
11,23:57:07 GMT,2.381,1,1,0,0,1,1,5.032,5.3,26.67,zeroCrossTest,RW0-0072,20200915165705
12,23:57:08 GMT,2.599,1,1,0,0,1,1,5.024,8.1,40.694,zeroCrossTest,RW0-0072,20200915165705
13,23:57:08 GMT,2.818,1,1,0,0,1,1,5.016,10.0,50.16,zeroCrossTest,RW0-0072,20200915165705
14,23:57:08 GMT,3.036,1,1,0,0,1,1,5.028,5.3,26.648,zeroCrossTest,RW0-0072,20200915165705
