entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,23:47:35 GMT,0.206,1,1,0,0,4,1,5.02,7.5,37.65,zeroCrossTest,RW0-0072,20200915164735
2,23:47:36 GMT,0.421,1,1,0,0,4,1,4.996,6.7,33.473,zeroCrossTest,RW0-0072,20200915164735
3,23:47:36 GMT,0.639,1,1,0,0,4,1,5.024,4.8,24.115,zeroCrossTest,RW0-0072,20200915164735
4,23:47:36 GMT,0.857,1,1,0,0,4,1,5.016,7.8,39.125,zeroCrossTest,RW0-0072,20200915164735
5,23:47:36 GMT,1.075,1,1,0,0,1,1,5.02,7.1,35.642,zeroCrossTest,RW0-0072,20200915164735
6,23:47:37 GMT,1.294,1,1,0,0,1,1,5.012,6.6,33.079,zeroCrossTest,RW0-0072,20200915164735
7,23:47:37 GMT,1.512,1,1,0,0,1,1,5.016,9.4,47.15,zeroCrossTest,RW0-0072,20200915164735
8,23:47:37 GMT,1.731,1,1,0,0,1,1,5.028,5.8,29.162,zeroCrossTest,RW0-0072,20200915164735
9,23:47:37 GMT,1.949,1,1,0,0,1,1,5.02,8.6,43.172,zeroCrossTest,RW0-0072,20200915164735
10,23:47:37 GMT,2.167,1,1,0,0,1,1,5.016,9.8,49.157,zeroCrossTest,RW0-0072,20200915164735
11,23:47:38 GMT,2.386,1,1,0,0,1,1,5.02,5.5,27.61,zeroCrossTest,RW0-0072,20200915164735
12,23:47:38 GMT,2.604,1,1,0,0,1,1,5.016,8.0,40.128,zeroCrossTest,RW0-0072,20200915164735
13,23:47:38 GMT,2.823,1,1,0,0,1,1,5.016,10.1,50.662,zeroCrossTest,RW0-0072,20200915164735
14,23:47:38 GMT,3.041,1,1,0,0,1,1,5.024,4.7,23.613,zeroCrossTest,RW0-0072,20200915164735
15,23:47:38 GMT,3.26,1,1,0,0,1,1,5.016,9.0,45.144,zeroCrossTest,RW0-0072,20200915164735
16,23:47:39 GMT,3.478,1,1,0,0,1,1,5.012,7.9,39.595,zeroCrossTest,RW0-0072,20200915164735
17,23:47:39 GMT,3.697,1,1,0,0,1,1,5.024,4.8,24.115,zeroCrossTest,RW0-0072,20200915164735
18,23:47:39 GMT,3.915,1,1,0,0,1,1,5.016,7.9,39.626,zeroCrossTest,RW0-0072,20200915164735
19,23:47:39 GMT,4.133,1,1,0,0,1,1,5.02,7.2,36.144,zeroCrossTest,RW0-0072,20200915164735
20,23:47:40 GMT,4.352,1,1,0,0,1,1,5.024,6.6,33.158,zeroCrossTest,RW0-0072,20200915164735
21,23:47:40 GMT,4.57,1,1,0,0,1,1,5.008,10.1,50.581,zeroCrossTest,RW0-0072,20200915164735
22,23:47:40 GMT,4.789,1,1,0,0,1,1,5.028,5.6,28.157,zeroCrossTest,RW0-0072,20200915164735
23,23:47:40 GMT,5.007,1,1,0,0,1,1,5.02,7.7,38.654,zeroCrossTest,RW0-0072,20200915164735
24,23:47:40 GMT,5.225,1,1,0,0,1,1,5.02,10.0,50.2,zeroCrossTest,RW0-0072,20200915164735
25,23:47:41 GMT,5.444,1,1,0,0,1,1,5.028,4.7,23.632,zeroCrossTest,RW0-0072,20200915164735
26,23:47:41 GMT,5.662,1,1,0,0,1,1,5.008,8.3,41.566,zeroCrossTest,RW0-0072,20200915164735
27,23:47:41 GMT,5.881,1,1,0,0,1,1,5.016,7.4,37.118,zeroCrossTest,RW0-0072,20200915164735
28,23:47:41 GMT,6.099,1,1,0,0,1,1,5.02,6.0,30.12,zeroCrossTest,RW0-0072,20200915164735
29,23:47:42 GMT,6.317,1,1,0,0,1,1,5.02,9.0,45.18,zeroCrossTest,RW0-0072,20200915164735
30,23:47:42 GMT,6.536,1,1,0,0,1,1,5.028,5.4,27.151,zeroCrossTest,RW0-0072,20200915164735
31,23:47:42 GMT,6.754,1,1,0,0,1,1,5.016,8.1,40.63,zeroCrossTest,RW0-0072,20200915164735
32,23:47:42 GMT,6.973,1,1,0,0,1,1,5.012,9.8,49.118,zeroCrossTest,RW0-0072,20200915164735
33,23:47:42 GMT,7.191,1,1,0,0,1,1,5.028,5.5,27.654,zeroCrossTest,RW0-0072,20200915164735
34,23:47:43 GMT,7.41,1,1,0,0,1,1,5.024,7.0,35.168,zeroCrossTest,RW0-0072,20200915164735
35,23:47:43 GMT,7.628,1,1,0,0,1,1,5.012,9.6,48.115,zeroCrossTest,RW0-0072,20200915164735
36,23:47:43 GMT,7.846,1,1,0,0,1,1,5.016,6.3,31.601,zeroCrossTest,RW0-0072,20200915164735
37,23:47:43 GMT,8.065,1,1,0,0,1,1,5.016,7.6,38.122,zeroCrossTest,RW0-0072,20200915164735
38,23:47:44 GMT,8.283,1,1,0,0,1,1,5.016,9.9,49.658,zeroCrossTest,RW0-0072,20200915164735
39,23:47:44 GMT,8.502,1,1,0,0,1,1,5.028,4.6,23.129,zeroCrossTest,RW0-0072,20200915164735
40,23:47:44 GMT,8.72,1,1,0,0,1,1,5.016,9.2,46.147,zeroCrossTest,RW0-0072,20200915164735
41,23:47:44 GMT,8.938,1,1,0,0,1,1,5.02,8.8,44.176,zeroCrossTest,RW0-0072,20200915164735
42,23:47:44 GMT,9.157,1,1,0,0,1,1,5.016,7.2,36.115,zeroCrossTest,RW0-0072,20200915164735
43,23:47:45 GMT,9.375,1,1,0,0,1,1,5.008,8.4,42.067,zeroCrossTest,RW0-0072,20200915164735
44,23:47:45 GMT,9.594,1,1,0,0,1,1,5.02,9.5,47.69,zeroCrossTest,RW0-0072,20200915164735
45,23:47:45 GMT,9.812,1,1,0,0,1,1,4.96,4.9,24.304,zeroCrossTest,RW0-0072,20200915164735
46,23:47:45 GMT,10.031,1,1,0,0,1,1,5.012,8.9,44.607,zeroCrossTest,RW0-0072,20200915164735
47,23:47:46 GMT,10.322,1,1,0,10000,4,1,4.984,118.1,588.61,zeroCrossTest,RW0-0072,20200915164735
48,23:47:46 GMT,10.54,1,1,748,10000,4,1,4.928,386.0,1902.208,zeroCrossTest,RW0-0072,20200915164735
49,23:47:46 GMT,10.759,1,1,2805,10000,4,1,4.924,466.8,2298.523,zeroCrossTest,RW0-0072,20200915164735
50,23:47:46 GMT,10.977,1,1,5170,10000,4,1,4.9,552.8,2708.72,zeroCrossTest,RW0-0072,20200915164735
51,23:47:46 GMT,11.196,1,1,7218,10000,4,1,4.976,208.3,1036.501,zeroCrossTest,RW0-0072,20200915164735
52,23:47:47 GMT,11.414,1,1,8935,10000,4,1,5.008,49.5,247.896,zeroCrossTest,RW0-0072,20200915164735
53,23:47:47 GMT,11.633,1,1,9406,10000,4,1,5.008,31.9,159.755,zeroCrossTest,RW0-0072,20200915164735
54,23:47:47 GMT,11.851,1,1,9594,10000,4,1,5.02,26.3,132.026,zeroCrossTest,RW0-0072,20200915164735
55,23:47:47 GMT,12.069,1,1,9639,10000,4,1,5.016,25.9,129.914,zeroCrossTest,RW0-0072,20200915164735
56,23:47:48 GMT,12.288,1,1,9667,10000,4,1,5.012,26.9,134.823,zeroCrossTest,RW0-0072,20200915164735
57,23:47:48 GMT,12.506,1,1,9672,10000,4,1,5.012,25.6,128.307,zeroCrossTest,RW0-0072,20200915164735
58,23:47:48 GMT,12.725,1,1,9681,10000,4,1,5.012,23.1,115.777,zeroCrossTest,RW0-0072,20200915164735
59,23:47:48 GMT,12.943,1,1,9686,10000,4,1,5.012,26.2,131.314,zeroCrossTest,RW0-0072,20200915164735
60,23:47:48 GMT,13.162,1,1,9694,10000,4,1,5.02,25.7,129.014,zeroCrossTest,RW0-0072,20200915164735
61,23:47:49 GMT,13.439,1,1,9701,0,4,1,5.012,20.9,104.751,zeroCrossTest,RW0-0072,20200915164735
62,23:47:49 GMT,13.657,1,1,9152,0,4,1,5.008,23.6,118.189,zeroCrossTest,RW0-0072,20200915164735
63,23:47:49 GMT,13.876,1,1,8674,0,4,1,5.02,18.8,94.376,zeroCrossTest,RW0-0072,20200915164735
64,23:47:49 GMT,14.094,1,1,8191,0,4,1,5.016,22.3,111.857,zeroCrossTest,RW0-0072,20200915164735
65,23:47:50 GMT,14.312,1,1,7703,0,4,1,5.012,22.8,114.274,zeroCrossTest,RW0-0072,20200915164735
66,23:47:50 GMT,14.531,1,1,7375,0,4,1,5.016,19.2,96.307,zeroCrossTest,RW0-0072,20200915164735
67,23:47:50 GMT,14.749,1,1,6877,0,4,1,5.004,23.0,115.092,zeroCrossTest,RW0-0072,20200915164735
68,23:47:50 GMT,14.968,1,1,6542,0,4,1,5.024,19.9,99.978,zeroCrossTest,RW0-0072,20200915164735
69,23:47:50 GMT,15.186,1,1,6203,0,4,1,5.02,20.9,104.918,zeroCrossTest,RW0-0072,20200915164735
70,23:47:51 GMT,15.404,1,1,5687,0,4,1,5.016,23.0,115.368,zeroCrossTest,RW0-0072,20200915164735
71,23:47:51 GMT,15.623,1,1,5337,0,4,1,5.02,20.4,102.408,zeroCrossTest,RW0-0072,20200915164735
72,23:47:51 GMT,15.841,1,1,5160,0,4,1,5.008,22.1,110.677,zeroCrossTest,RW0-0072,20200915164735
73,23:47:51 GMT,16.06,1,1,4583,0,4,1,5.012,22.9,114.775,zeroCrossTest,RW0-0072,20200915164735
74,23:47:51 GMT,16.278,1,1,4331,0,4,1,5.02,19.0,95.38,zeroCrossTest,RW0-0072,20200915164735
75,23:47:52 GMT,16.555,1,1,3982,10000,4,1,5.016,20.2,101.323,zeroCrossTest,RW0-0072,20200915164735
76,23:47:52 GMT,16.774,1,1,3697,10000,4,1,5.004,37.0,185.148,zeroCrossTest,RW0-0072,20200915164735
77,23:47:52 GMT,16.994,1,1,4026,10000,4,1,4.948,274.6,1358.721,zeroCrossTest,RW0-0072,20200915164735
78,23:47:52 GMT,17.212,1,1,5663,10000,4,1,4.928,489.5,2412.256,zeroCrossTest,RW0-0072,20200915164735
79,23:47:53 GMT,17.43,1,1,7043,10000,4,1,4.984,164.0,817.376,zeroCrossTest,RW0-0072,20200915164735
80,23:47:53 GMT,17.649,1,1,8869,10000,4,1,5.004,43.8,219.175,zeroCrossTest,RW0-0072,20200915164735
81,23:47:53 GMT,17.867,1,1,9447,10000,4,1,5.016,29.5,147.972,zeroCrossTest,RW0-0072,20200915164735
82,23:47:53 GMT,18.086,1,1,9566,10000,4,1,5.012,27.0,135.324,zeroCrossTest,RW0-0072,20200915164735
83,23:47:54 GMT,18.304,1,1,9621,10000,4,1,5.012,27.8,139.334,zeroCrossTest,RW0-0072,20200915164735
84,23:47:54 GMT,18.523,1,1,9636,10000,4,1,5.024,24.0,120.576,zeroCrossTest,RW0-0072,20200915164735
85,23:47:54 GMT,18.741,1,1,9649,10000,4,1,5.012,26.7,133.82,zeroCrossTest,RW0-0072,20200915164735
86,23:47:54 GMT,18.959,1,1,9658,10000,4,1,5.012,24.8,124.298,zeroCrossTest,RW0-0072,20200915164735
87,23:47:54 GMT,19.178,1,1,9663,10000,4,1,5.016,22.4,112.358,zeroCrossTest,RW0-0072,20200915164735
88,23:47:55 GMT,19.396,1,1,9657,10000,4,1,5.012,26.7,133.82,zeroCrossTest,RW0-0072,20200915164735
89,23:47:55 GMT,19.615,1,1,9667,10000,4,1,5.008,26.7,133.714,zeroCrossTest,RW0-0072,20200915164735
90,23:47:55 GMT,19.833,1,1,9675,0,4,1,5.012,20.8,104.25,zeroCrossTest,RW0-0072,20200915164735
91,23:47:55 GMT,20.052,1,1,9138,0,4,1,5.008,21.5,107.672,zeroCrossTest,RW0-0072,20200915164735
92,23:47:55 GMT,20.27,1,1,8660,0,4,1,5.02,21.3,106.926,zeroCrossTest,RW0-0072,20200915164735
