entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,23:28:44 GMT,0.207,1,1,0,5000,4,1,4.972,110.0,546.92,rapidComTest,RW0-0072,20200915162844
2,23:28:44 GMT,0.343,1,1,0,5000,4,1,4.892,375.1,1834.989,rapidComTest,RW0-0072,20200915162844
3,23:28:44 GMT,0.478,1,1,1167,5000,4,1,4.916,378.9,1862.672,rapidComTest,RW0-0072,20200915162844
4,23:28:44 GMT,0.616,1,1,2718,5000,4,1,4.984,146.4,729.658,rapidComTest,RW0-0072,20200915162844
5,23:28:45 GMT,0.755,1,1,3720,5000,4,1,5.004,65.2,326.261,rapidComTest,RW0-0072,20200915162844
6,23:28:45 GMT,0.894,1,1,4264,5000,4,1,4.96,40.3,199.888,rapidComTest,RW0-0072,20200915162844
7,23:28:45 GMT,1.033,1,1,4510,5000,4,1,5.024,28.4,142.682,rapidComTest,RW0-0072,20200915162844
8,23:28:45 GMT,1.172,1,1,4633,5000,4,1,5.016,27.2,136.435,rapidComTest,RW0-0072,20200915162844
9,23:28:45 GMT,1.311,1,1,4708,5000,4,1,5.004,25.9,129.604,rapidComTest,RW0-0072,20200915162844
10,23:28:45 GMT,1.45,1,1,4736,5000,4,1,4.988,22.2,110.734,rapidComTest,RW0-0072,20200915162844
11,23:28:45 GMT,1.589,1,1,4760,5000,4,1,5.024,20.4,102.49,rapidComTest,RW0-0072,20200915162844
12,23:28:46 GMT,1.728,1,1,4775,5000,4,1,5.024,22.4,112.538,rapidComTest,RW0-0072,20200915162844
13,23:28:46 GMT,1.867,1,1,4789,5000,4,1,5.02,22.5,112.95,rapidComTest,RW0-0072,20200915162844
14,23:28:46 GMT,2.005,1,1,4811,5000,3,1,5.02,21.5,107.93,rapidComTest,RW0-0072,20200915162844
15,23:28:46 GMT,2.144,1,1,4822,5000,3,1,5.008,23.6,118.189,rapidComTest,RW0-0072,20200915162844
16,23:28:46 GMT,2.284,1,1,4845,5000,3,1,5.008,21.4,107.171,rapidComTest,RW0-0072,20200915162844
17,23:28:46 GMT,2.422,1,1,4856,5000,3,1,5.004,22.1,110.588,rapidComTest,RW0-0072,20200915162844
18,23:28:46 GMT,2.562,1,1,4876,5000,3,1,4.996,20.2,100.919,rapidComTest,RW0-0072,20200915162844
19,23:28:47 GMT,2.7,1,1,4889,5000,3,1,4.996,23.2,115.907,rapidComTest,RW0-0072,20200915162844
20,23:28:47 GMT,2.839,1,1,4907,5000,3,1,5.008,23.6,118.189,rapidComTest,RW0-0072,20200915162844
21,23:28:47 GMT,2.978,1,1,4920,5000,3,1,5.004,21.9,109.588,rapidComTest,RW0-0072,20200915162844
22,23:28:47 GMT,3.117,1,1,4932,5000,3,1,5.004,24.1,120.596,rapidComTest,RW0-0072,20200915162844
23,23:28:47 GMT,3.256,1,1,4952,5000,3,1,5.004,23.4,117.094,rapidComTest,RW0-0072,20200915162844
24,23:28:47 GMT,3.395,1,1,4960,5000,3,1,4.996,23.8,118.905,rapidComTest,RW0-0072,20200915162844
25,23:28:47 GMT,3.534,1,1,4977,5000,3,1,5.0,21.0,105.0,rapidComTest,RW0-0072,20200915162844
26,23:28:47 GMT,3.672,1,1,4985,5000,3,1,5.0,20.9,104.5,rapidComTest,RW0-0072,20200915162844
27,23:28:48 GMT,3.811,1,1,5000,5000,3,1,4.988,21.8,108.738,rapidComTest,RW0-0072,20200915162844
28,23:28:48 GMT,3.949,1,1,5013,5000,3,1,5.0,23.5,117.5,rapidComTest,RW0-0072,20200915162844
29,23:28:48 GMT,4.088,1,1,5021,5000,3,1,5.008,23.9,119.691,rapidComTest,RW0-0072,20200915162844
30,23:28:48 GMT,4.227,1,1,5037,5000,3,1,5.0,25.9,129.5,rapidComTest,RW0-0072,20200915162844
