entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,23:22:35 GMT,0.107,1,1,0,5000,4,1,4.984,6.5,32.396,rapidComTest,RW0-0072,20200915162235
2,23:22:35 GMT,0.192,1,1,0,5000,4,1,4.984,97.3,484.943,rapidComTest,RW0-0072,20200915162235
3,23:22:35 GMT,0.277,1,1,0,5000,4,1,4.944,217.7,1076.309,rapidComTest,RW0-0072,20200915162235
4,23:22:35 GMT,0.362,1,1,0,5000,4,1,4.944,351.9,1739.794,rapidComTest,RW0-0072,20200915162235
5,23:22:36 GMT,0.447,1,1,1459,5000,4,1,4.904,432.2,2119.509,rapidComTest,RW0-0072,20200915162235
6,23:22:36 GMT,0.534,1,1,2285,5000,4,1,4.964,260.3,1292.129,rapidComTest,RW0-0072,20200915162235
7,23:22:36 GMT,0.622,1,1,3069,5000,4,1,4.984,149.2,743.613,rapidComTest,RW0-0072,20200915162235
8,23:22:36 GMT,0.71,1,1,3741,5000,4,1,4.996,81.1,405.176,rapidComTest,RW0-0072,20200915162235
9,23:22:36 GMT,0.798,1,1,4023,5000,4,1,5.008,56.2,281.45,rapidComTest,RW0-0072,20200915162235
10,23:22:36 GMT,0.886,1,1,4317,5000,4,1,5.004,40.0,200.16,rapidComTest,RW0-0072,20200915162235
11,23:22:36 GMT,0.975,1,1,4500,5000,4,1,5.016,30.6,153.49,rapidComTest,RW0-0072,20200915162235
12,23:22:36 GMT,1.063,1,1,4592,5000,4,1,5.012,26.9,134.823,rapidComTest,RW0-0072,20200915162235
13,23:22:36 GMT,1.151,1,1,4644,5000,4,1,5.004,28.1,140.612,rapidComTest,RW0-0072,20200915162235
14,23:22:36 GMT,1.239,1,1,4692,5000,4,1,5.012,23.6,118.283,rapidComTest,RW0-0072,20200915162235
15,23:22:36 GMT,1.328,1,1,4721,5000,4,1,5.008,23.2,116.186,rapidComTest,RW0-0072,20200915162235
16,23:22:36 GMT,1.416,1,1,4740,5000,4,1,5.012,24.5,122.794,rapidComTest,RW0-0072,20200915162235
17,23:22:37 GMT,1.504,1,1,4751,5000,4,1,5.02,23.4,117.468,rapidComTest,RW0-0072,20200915162235
18,23:22:37 GMT,1.592,1,1,4754,5000,4,1,5.012,24.1,120.789,rapidComTest,RW0-0072,20200915162235
19,23:22:37 GMT,1.68,1,1,4766,5000,4,1,5.012,24.3,121.792,rapidComTest,RW0-0072,20200915162235
20,23:22:37 GMT,1.769,1,1,4778,5000,4,1,5.012,21.7,108.76,rapidComTest,RW0-0072,20200915162235
21,23:22:37 GMT,1.857,1,1,4788,5000,4,1,5.012,24.7,123.796,rapidComTest,RW0-0072,20200915162235
22,23:22:37 GMT,1.945,1,1,4798,5000,4,1,5.012,23.1,115.777,rapidComTest,RW0-0072,20200915162235
23,23:22:37 GMT,2.033,1,1,4802,5000,3,1,5.02,22.3,111.946,rapidComTest,RW0-0072,20200915162235
24,23:22:37 GMT,2.121,1,1,4814,5000,3,1,5.012,23.4,117.281,rapidComTest,RW0-0072,20200915162235
25,23:22:37 GMT,2.21,1,1,4822,5000,3,1,5.008,24.2,121.194,rapidComTest,RW0-0072,20200915162235
26,23:22:37 GMT,2.298,1,1,4836,5000,3,1,5.02,21.1,105.922,rapidComTest,RW0-0072,20200915162235
27,23:22:37 GMT,2.386,1,1,4845,5000,3,1,5.004,25.0,125.1,rapidComTest,RW0-0072,20200915162235
28,23:22:38 GMT,2.474,1,1,4856,5000,3,1,5.008,24.2,121.194,rapidComTest,RW0-0072,20200915162235
29,23:22:38 GMT,2.563,1,1,4859,5000,3,1,5.012,21.4,107.257,rapidComTest,RW0-0072,20200915162235
30,23:22:38 GMT,2.651,1,1,4869,5000,3,1,5.008,24.0,120.192,rapidComTest,RW0-0072,20200915162235
31,23:22:38 GMT,2.739,1,1,4878,5000,3,1,5.02,22.3,111.946,rapidComTest,RW0-0072,20200915162235
32,23:22:38 GMT,2.827,1,1,4888,5000,3,1,5.008,23.4,117.187,rapidComTest,RW0-0072,20200915162235
33,23:22:38 GMT,2.915,1,1,4899,5000,3,1,5.008,25.4,127.203,rapidComTest,RW0-0072,20200915162235
34,23:22:38 GMT,3.004,1,1,4908,5000,3,1,5.012,21.5,107.758,rapidComTest,RW0-0072,20200915162235
35,23:22:38 GMT,3.092,1,1,4917,5000,3,1,5.012,23.6,118.283,rapidComTest,RW0-0072,20200915162235
36,23:22:38 GMT,3.18,1,1,4924,5000,3,1,5.012,25.9,129.811,rapidComTest,RW0-0072,20200915162235
37,23:22:38 GMT,3.268,1,1,4936,5000,3,1,5.016,21.9,109.85,rapidComTest,RW0-0072,20200915162235
38,23:22:38 GMT,3.356,1,1,4937,5000,3,1,5.012,21.9,109.763,rapidComTest,RW0-0072,20200915162235
39,23:22:39 GMT,3.445,1,1,4944,5000,3,1,5.004,26.2,131.105,rapidComTest,RW0-0072,20200915162235
40,23:22:39 GMT,3.533,1,1,4952,5000,3,1,5.016,22.3,111.857,rapidComTest,RW0-0072,20200915162235
41,23:22:39 GMT,3.621,1,1,4960,5000,3,1,5.012,22.2,111.266,rapidComTest,RW0-0072,20200915162235
42,23:22:39 GMT,3.709,1,1,4970,5000,3,1,5.004,25.1,125.6,rapidComTest,RW0-0072,20200915162235
43,23:22:39 GMT,3.798,1,1,4977,5000,3,1,5.016,23.1,115.87,rapidComTest,RW0-0072,20200915162235
44,23:22:39 GMT,3.886,1,1,4985,5000,3,1,5.012,22.3,111.768,rapidComTest,RW0-0072,20200915162235
45,23:22:39 GMT,3.974,1,1,4991,5000,3,1,5.012,23.1,115.777,rapidComTest,RW0-0072,20200915162235
46,23:22:39 GMT,4.062,1,1,4999,5000,3,1,5.012,22.3,111.768,rapidComTest,RW0-0072,20200915162235
47,23:22:39 GMT,4.151,1,1,5006,5000,3,1,5.016,22.1,110.854,rapidComTest,RW0-0072,20200915162235
48,23:22:39 GMT,4.239,1,1,5013,5000,3,1,5.012,24.8,124.298,rapidComTest,RW0-0072,20200915162235
49,23:22:39 GMT,4.327,1,1,5020,5000,3,1,5.008,23.0,115.184,rapidComTest,RW0-0072,20200915162235
50,23:22:39 GMT,4.415,1,1,5026,5000,3,1,5.012,22.9,114.775,rapidComTest,RW0-0072,20200915162235
51,23:22:40 GMT,4.503,1,1,5033,5000,3,1,5.004,24.8,124.099,rapidComTest,RW0-0072,20200915162235
52,23:22:40 GMT,4.592,1,1,5033,5000,3,1,5.016,20.6,103.33,rapidComTest,RW0-0072,20200915162235
53,23:22:40 GMT,4.68,1,1,5042,5000,3,1,5.012,23.6,118.283,rapidComTest,RW0-0072,20200915162235
54,23:22:40 GMT,4.768,1,1,5047,5000,3,1,5.004,24.8,124.099,rapidComTest,RW0-0072,20200915162235
55,23:22:40 GMT,4.856,1,1,5053,5000,3,1,5.02,20.0,100.4,rapidComTest,RW0-0072,20200915162235
56,23:22:40 GMT,4.944,1,1,5058,5000,3,1,5.004,23.0,115.092,rapidComTest,RW0-0072,20200915162235
57,23:22:40 GMT,5.033,1,1,5065,5000,3,1,5.012,23.6,118.283,rapidComTest,RW0-0072,20200915162235
58,23:22:40 GMT,5.121,1,1,5069,5000,3,1,5.02,20.5,102.91,rapidComTest,RW0-0072,20200915162235
59,23:22:40 GMT,5.218,1,1,5080,5000,3,1,5.012,23.6,118.283,rapidComTest,RW0-0072,20200915162235
60,23:22:40 GMT,5.306,1,1,5085,5000,3,1,5.012,22.5,112.77,rapidComTest,RW0-0072,20200915162235
61,23:22:40 GMT,5.395,1,1,5090,5000,3,1,5.004,25.3,126.601,rapidComTest,RW0-0072,20200915162235
62,23:22:41 GMT,5.483,1,1,5095,5000,3,1,5.02,22.3,111.946,rapidComTest,RW0-0072,20200915162235
