entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,23:21:09 GMT,0.407,1,1,0,5000,4,1,4.9,408.2,2000.18,rapidComTest,RW0-0072,20200915162108
2,23:21:09 GMT,0.622,1,1,1676,5000,4,1,4.968,138.9,690.055,rapidComTest,RW0-0072,20200915162108
3,23:21:09 GMT,0.84,1,1,3566,5000,4,1,5.008,45.1,225.861,rapidComTest,RW0-0072,20200915162108
4,23:21:09 GMT,1.058,1,1,4372,5000,4,1,5.012,29.1,145.849,rapidComTest,RW0-0072,20200915162108
5,23:21:10 GMT,1.276,1,1,4641,5000,4,1,5.008,24.7,123.698,rapidComTest,RW0-0072,20200915162108
6,23:21:10 GMT,1.495,1,1,4721,5000,4,1,5.012,22.4,112.269,rapidComTest,RW0-0072,20200915162108
7,23:21:10 GMT,1.713,1,1,4754,5000,4,1,5.012,25.5,127.806,rapidComTest,RW0-0072,20200915162108
8,23:21:10 GMT,1.931,1,1,4779,5000,4,1,5.012,22.7,113.772,rapidComTest,RW0-0072,20200915162108
9,23:21:11 GMT,2.149,1,1,4803,5000,3,1,5.008,25.2,126.202,rapidComTest,RW0-0072,20200915162108
10,23:21:11 GMT,2.368,1,1,4825,5000,3,1,5.016,21.7,108.847,rapidComTest,RW0-0072,20200915162108
11,23:21:11 GMT,2.586,1,1,4849,5000,3,1,5.004,23.7,118.595,rapidComTest,RW0-0072,20200915162108
12,23:21:11 GMT,2.804,1,1,4870,5000,3,1,5.024,22.0,110.528,rapidComTest,RW0-0072,20200915162108
13,23:21:12 GMT,3.226,1,1,4909,5000,3,1,5.012,22.7,113.772,rapidComTest,RW0-0072,20200915162108
14,23:21:12 GMT,3.444,1,1,4928,5000,3,1,5.004,24.4,122.098,rapidComTest,RW0-0072,20200915162108
15,23:21:12 GMT,3.662,1,1,4947,5000,3,1,5.016,22.0,110.352,rapidComTest,RW0-0072,20200915162108
16,23:21:12 GMT,3.881,1,1,4972,5000,3,1,5.012,23.9,119.787,rapidComTest,RW0-0072,20200915162108
17,23:21:12 GMT,4.099,1,1,4987,5000,3,1,5.02,23.2,116.464,rapidComTest,RW0-0072,20200915162108
18,23:21:13 GMT,4.317,1,1,4999,5000,3,1,5.012,24.9,124.799,rapidComTest,RW0-0072,20200915162108
19,23:21:13 GMT,4.536,1,1,5016,5000,3,1,5.012,23.6,118.283,rapidComTest,RW0-0072,20200915162108
20,23:21:13 GMT,4.754,1,1,5035,5000,3,1,5.012,23.8,119.286,rapidComTest,RW0-0072,20200915162108
21,23:21:13 GMT,4.972,1,1,5044,5000,3,1,5.016,24.5,122.892,rapidComTest,RW0-0072,20200915162108
22,23:21:14 GMT,5.19,1,1,5058,5000,3,1,5.016,23.1,115.87,rapidComTest,RW0-0072,20200915162108
23,23:21:14 GMT,5.409,1,1,5075,5000,3,1,5.012,24.2,121.29,rapidComTest,RW0-0072,20200915162108
24,23:21:14 GMT,5.627,1,1,5084,5000,3,1,5.008,22.0,110.176,rapidComTest,RW0-0072,20200915162108
25,23:21:14 GMT,5.845,1,1,5099,5000,3,1,5.012,24.4,122.293,rapidComTest,RW0-0072,20200915162108
26,23:21:14 GMT,6.063,1,1,5109,5000,3,1,5.016,22.5,112.86,rapidComTest,RW0-0072,20200915162108
27,23:21:15 GMT,6.282,1,1,5124,5000,3,1,5.008,24.5,122.696,rapidComTest,RW0-0072,20200915162108
28,23:21:15 GMT,6.5,1,1,5131,5000,3,1,5.016,22.1,110.854,rapidComTest,RW0-0072,20200915162108
29,23:21:15 GMT,6.718,1,1,5139,5000,3,1,5.008,25.9,129.707,rapidComTest,RW0-0072,20200915162108
30,23:21:15 GMT,6.936,1,1,5152,5000,3,1,5.008,22.5,112.68,rapidComTest,RW0-0072,20200915162108
31,23:21:16 GMT,7.155,1,1,5157,5000,3,1,5.008,26.4,132.211,rapidComTest,RW0-0072,20200915162108
32,23:21:16 GMT,7.373,1,1,5163,5000,3,1,5.016,24.0,120.384,rapidComTest,RW0-0072,20200915162108
33,23:21:16 GMT,7.591,1,1,5154,5000,3,1,5.012,26.0,130.312,rapidComTest,RW0-0072,20200915162108
34,23:21:16 GMT,7.81,1,1,5158,5000,3,1,5.016,22.9,114.866,rapidComTest,RW0-0072,20200915162108
35,23:21:16 GMT,8.028,1,1,5148,5000,3,1,5.0,26.6,133.0,rapidComTest,RW0-0072,20200915162108
36,23:21:17 GMT,8.246,1,1,5148,5000,3,1,5.012,21.5,107.758,rapidComTest,RW0-0072,20200915162108
37,23:21:17 GMT,8.464,1,1,5144,5000,3,1,5.012,26.0,130.312,rapidComTest,RW0-0072,20200915162108
38,23:21:17 GMT,8.683,1,1,5140,5000,3,1,5.02,18.1,90.862,rapidComTest,RW0-0072,20200915162108
