entry,timeGMT,timeELA_s,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,18:03:51 GMT,0.003,4.992,-0.4,-1.997,ina219Test,RW0110,20200909110351
2,18:03:52 GMT,1.009,5.036,0.1,0.504,ina219Test,RW0110,20200909110351
3,18:03:53 GMT,2.014,5.02,-0.2,-1.004,ina219Test,RW0110,20200909110351
4,18:03:54 GMT,3.02,5.016,0.0,0.0,ina219Test,RW0110,20200909110351
5,18:03:55 GMT,4.025,5.016,-0.1,-0.502,ina219Test,RW0110,20200909110351
6,18:03:56 GMT,5.031,5.032,-0.3,-1.51,ina219Test,RW0110,20200909110351
7,18:03:57 GMT,6.037,5.008,0.0,0.0,ina219Test,RW0110,20200909110351
8,18:03:58 GMT,7.042,5.024,-0.1,-0.502,ina219Test,RW0110,20200909110351
9,18:03:59 GMT,8.048,5.02,-0.1,-0.502,ina219Test,RW0110,20200909110351
10,18:04:00 GMT,9.053,5.028,-0.2,-1.006,ina219Test,RW0110,20200909110351
11,18:04:01 GMT,10.059,5.012,-0.1,-0.501,ina219Test,RW0110,20200909110351
12,18:04:02 GMT,11.065,5.024,0.1,0.502,ina219Test,RW0110,20200909110351
13,18:04:03 GMT,12.07,5.024,-0.2,-1.005,ina219Test,RW0110,20200909110351
14,18:04:04 GMT,13.076,5.008,-0.3,-1.502,ina219Test,RW0110,20200909110351
15,18:04:05 GMT,14.082,5.036,-0.2,-1.007,ina219Test,RW0110,20200909110351
16,18:04:06 GMT,15.087,5.008,-0.2,-1.002,ina219Test,RW0110,20200909110351
17,18:04:07 GMT,16.093,5.032,-0.2,-1.006,ina219Test,RW0110,20200909110351
18,18:04:08 GMT,17.099,5.008,-0.2,-1.002,ina219Test,RW0110,20200909110351
19,18:04:09 GMT,18.105,5.02,-0.3,-1.506,ina219Test,RW0110,20200909110351
20,18:04:10 GMT,19.11,5.028,-0.1,-0.503,ina219Test,RW0110,20200909110351
21,18:04:11 GMT,20.116,5.004,-0.4,-2.002,ina219Test,RW0110,20200909110351
22,18:04:12 GMT,21.122,5.04,0.0,0.0,ina219Test,RW0110,20200909110351
23,18:04:13 GMT,22.127,5.008,-0.3,-1.502,ina219Test,RW0110,20200909110351
24,18:04:14 GMT,23.133,5.04,-0.1,-0.504,ina219Test,RW0110,20200909110351
25,18:04:15 GMT,24.139,5.016,-0.3,-1.505,ina219Test,RW0110,20200909110351
26,18:04:16 GMT,25.144,5.012,-0.2,-1.002,ina219Test,RW0110,20200909110351
27,18:04:17 GMT,26.15,5.028,-0.1,-0.503,ina219Test,RW0110,20200909110351
28,18:04:18 GMT,27.156,5.012,-0.2,-1.002,ina219Test,RW0110,20200909110351
29,18:04:19 GMT,28.161,5.02,0.1,0.502,ina219Test,RW0110,20200909110351
30,18:04:20 GMT,29.167,5.02,0.0,0.0,ina219Test,RW0110,20200909110351
