entry,timeGMT,timeELA_s,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,06:22:15 GMT,0.003,5.04,-0.1,-0.504,ina219Test,RW0072,20200914232215
2,06:22:16 GMT,1.008,5.076,0.0,0.0,ina219Test,RW0072,20200914232215
3,06:22:17 GMT,2.013,5.064,0.0,0.0,ina219Test,RW0072,20200914232215
4,06:22:18 GMT,3.019,5.06,-0.1,-0.506,ina219Test,RW0072,20200914232215
5,06:22:19 GMT,4.024,5.076,-0.3,-1.523,ina219Test,RW0072,20200914232215
6,06:22:20 GMT,5.03,5.064,-0.1,-0.506,ina219Test,RW0072,20200914232215
7,06:22:21 GMT,6.035,5.068,-0.3,-1.52,ina219Test,RW0072,20200914232215
8,06:22:22 GMT,7.042,5.06,0.0,0.0,ina219Test,RW0072,20200914232215
9,06:22:23 GMT,8.049,5.056,-0.2,-1.011,ina219Test,RW0072,20200914232215
10,06:22:24 GMT,9.055,5.06,0.0,0.0,ina219Test,RW0072,20200914232215
11,06:22:25 GMT,10.062,5.072,0.0,0.0,ina219Test,RW0072,20200914232215
12,06:22:26 GMT,11.069,5.072,0.3,1.522,ina219Test,RW0072,20200914232215
13,06:22:27 GMT,12.075,5.06,-0.2,-1.012,ina219Test,RW0072,20200914232215
14,06:22:28 GMT,13.082,5.04,-0.1,-0.504,ina219Test,RW0072,20200914232215
15,06:22:29 GMT,14.089,5.064,-0.2,-1.013,ina219Test,RW0072,20200914232215
16,06:22:30 GMT,15.095,5.056,-0.1,-0.506,ina219Test,RW0072,20200914232215
17,06:22:31 GMT,16.102,5.06,-0.2,-1.012,ina219Test,RW0072,20200914232215
18,06:22:32 GMT,17.109,5.076,0.0,0.0,ina219Test,RW0072,20200914232215
19,06:22:33 GMT,18.115,5.068,-0.3,-1.52,ina219Test,RW0072,20200914232215
20,06:22:34 GMT,19.122,5.06,0.1,0.506,ina219Test,RW0072,20200914232215
21,06:22:35 GMT,20.129,5.064,0.0,0.0,ina219Test,RW0072,20200914232215
22,06:22:36 GMT,21.135,5.064,-0.2,-1.013,ina219Test,RW0072,20200914232215
23,06:22:37 GMT,22.142,5.052,-0.2,-1.01,ina219Test,RW0072,20200914232215
24,06:22:38 GMT,23.149,5.076,0.1,0.508,ina219Test,RW0072,20200914232215
25,06:22:39 GMT,24.155,5.068,0.0,0.0,ina219Test,RW0072,20200914232215
26,06:22:40 GMT,25.162,5.06,-0.3,-1.518,ina219Test,RW0072,20200914232215
27,06:22:41 GMT,26.169,5.072,-0.1,-0.507,ina219Test,RW0072,20200914232215
28,06:22:42 GMT,27.175,5.052,-0.2,-1.01,ina219Test,RW0072,20200914232215
29,06:22:43 GMT,28.182,5.056,0.0,0.0,ina219Test,RW0072,20200914232215
30,06:22:44 GMT,29.189,5.072,-0.1,-0.507,ina219Test,RW0072,20200914232215
