entry,timeGMT,timeELA_s,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,20:35:32 GMT,0.002,5.012,-0.3,-1.504,ina219Test,RW0110,20200909133532
2,20:35:33 GMT,1.007,5.032,-0.4,-2.013,ina219Test,RW0110,20200909133532
3,20:35:34 GMT,2.013,5.024,-0.2,-1.005,ina219Test,RW0110,20200909133532
4,20:35:35 GMT,3.018,5.04,-0.5,-2.52,ina219Test,RW0110,20200909133532
5,20:35:36 GMT,4.024,5.04,0.1,0.504,ina219Test,RW0110,20200909133532
6,20:35:37 GMT,5.029,5.028,-0.2,-1.006,ina219Test,RW0110,20200909133532
7,20:35:38 GMT,6.039,5.024,-0.1,-0.502,ina219Test,RW0110,20200909133532
8,20:35:39 GMT,7.045,5.028,30.1,151.343,ina219Test,RW0110,20200909133532
9,20:35:40 GMT,8.05,5.036,29.2,147.051,ina219Test,RW0110,20200909133532
10,20:35:41 GMT,9.056,5.016,34.4,172.55,ina219Test,RW0110,20200909133532
11,20:35:42 GMT,10.062,5.032,34.1,171.591,ina219Test,RW0110,20200909133532
12,20:35:43 GMT,11.072,5.004,34.0,170.136,ina219Test,RW0110,20200909133532
13,20:35:44 GMT,12.078,5.036,33.0,166.188,ina219Test,RW0110,20200909133532
14,20:35:45 GMT,13.083,5.024,33.3,167.299,ina219Test,RW0110,20200909133532
15,20:35:46 GMT,14.089,5.012,34.3,171.912,ina219Test,RW0110,20200909133532
16,20:35:47 GMT,15.094,5.024,33.8,169.811,ina219Test,RW0110,20200909133532
17,20:35:48 GMT,16.106,5.012,34.4,172.413,ina219Test,RW0110,20200909133532
18,20:35:49 GMT,17.112,5.032,33.8,170.082,ina219Test,RW0110,20200909133532
19,20:35:50 GMT,18.117,5.032,32.6,164.043,ina219Test,RW0110,20200909133532
20,20:35:51 GMT,19.123,5.016,34.1,171.046,ina219Test,RW0110,20200909133532
21,20:35:52 GMT,20.128,5.028,34.1,171.455,ina219Test,RW0110,20200909133532
22,20:35:53 GMT,21.137,5.02,34.9,175.198,ina219Test,RW0110,20200909133532
23,20:35:54 GMT,22.143,5.028,34.0,170.952,ina219Test,RW0110,20200909133532
24,20:35:55 GMT,23.149,5.032,33.0,166.056,ina219Test,RW0110,20200909133532
25,20:35:56 GMT,24.154,5.02,33.9,170.178,ina219Test,RW0110,20200909133532
26,20:35:57 GMT,25.16,5.02,34.4,172.688,ina219Test,RW0110,20200909133532
27,20:35:58 GMT,26.168,5.028,32.2,161.902,ina219Test,RW0110,20200909133532
28,20:35:59 GMT,27.173,5.02,34.2,171.684,ina219Test,RW0110,20200909133532
29,20:36:00 GMT,28.179,5.024,33.4,167.802,ina219Test,RW0110,20200909133532
30,20:36:01 GMT,29.185,5.02,37.8,189.756,ina219Test,RW0110,20200909133532
