entry,timeGMT,timeELA_s,voltage_V,current_mA,power_mW,testName,rwID,startTime
62,02:50:45 GMT,61.349,5.048,5.5,27.764,ina219Test,RW0071,20200914194944
63,02:50:46 GMT,62.354,5.048,9.2,46.442,ina219Test,RW0071,20200914194944
64,02:50:47 GMT,63.36,5.064,5.0,25.32,ina219Test,RW0071,20200914194944
65,02:50:48 GMT,64.365,5.04,10.4,52.416,ina219Test,RW0071,20200914194944
66,02:50:49 GMT,65.371,5.06,7.3,36.938,ina219Test,RW0071,20200914194944
67,02:50:50 GMT,66.376,5.048,7.8,39.374,ina219Test,RW0071,20200914194944
68,02:50:51 GMT,67.382,5.056,7.0,35.392,ina219Test,RW0071,20200914194944
69,02:50:52 GMT,68.388,5.048,7.8,39.374,ina219Test,RW0071,20200914194944
70,02:50:53 GMT,69.393,5.056,8.2,41.459,ina219Test,RW0071,20200914194944
71,02:50:54 GMT,70.399,5.044,7.0,35.308,ina219Test,RW0071,20200914194944
72,02:50:55 GMT,71.404,5.056,10.2,51.571,ina219Test,RW0071,20200914194944
73,02:50:56 GMT,72.41,5.056,6.0,30.336,ina219Test,RW0071,20200914194944
74,02:50:57 GMT,73.415,5.044,9.5,47.918,ina219Test,RW0071,20200914194944
75,02:50:58 GMT,74.421,5.056,5.5,27.808,ina219Test,RW0071,20200914194944
76,02:50:59 GMT,75.427,5.052,9.7,49.004,ina219Test,RW0071,20200914194944
77,02:51:00 GMT,76.432,5.056,4.9,24.774,ina219Test,RW0071,20200914194944
78,02:51:01 GMT,77.438,5.044,9.6,48.422,ina219Test,RW0071,20200914194944
79,02:51:02 GMT,78.443,5.064,4.4,22.282,ina219Test,RW0071,20200914194944
80,02:51:03 GMT,79.449,5.048,8.6,43.413,ina219Test,RW0071,20200914194944
81,02:51:04 GMT,80.455,5.048,9.3,46.946,ina219Test,RW0071,20200914194944
82,02:51:05 GMT,81.46,5.064,7.0,35.448,ina219Test,RW0071,20200914194944
83,02:51:06 GMT,82.466,5.048,10.5,53.004,ina219Test,RW0071,20200914194944
84,02:51:07 GMT,83.472,5.052,5.3,26.776,ina219Test,RW0071,20200914194944
85,02:51:09 GMT,84.477,5.052,9.2,46.478,ina219Test,RW0071,20200914194944
86,02:51:10 GMT,85.483,5.064,4.6,23.294,ina219Test,RW0071,20200914194944
87,02:51:11 GMT,86.488,5.044,9.8,49.431,ina219Test,RW0071,20200914194944
88,02:51:12 GMT,87.494,5.064,6.5,32.916,ina219Test,RW0071,20200914194944
89,02:51:13 GMT,88.499,5.048,8.0,40.384,ina219Test,RW0071,20200914194944
90,02:51:14 GMT,89.505,5.052,8.8,44.458,ina219Test,RW0071,20200914194944
91,02:51:15 GMT,90.51,5.052,5.4,27.281,ina219Test,RW0071,20200914194944
92,02:51:16 GMT,91.516,5.052,8.9,44.963,ina219Test,RW0071,20200914194944
93,02:51:17 GMT,92.522,5.052,5.5,27.786,ina219Test,RW0071,20200914194944
94,02:51:18 GMT,93.527,5.048,8.7,43.918,ina219Test,RW0071,20200914194944
95,02:51:19 GMT,94.533,5.06,6.2,31.372,ina219Test,RW0071,20200914194944
96,02:51:20 GMT,95.538,5.048,9.7,48.966,ina219Test,RW0071,20200914194944
97,02:51:21 GMT,96.544,5.06,5.5,27.83,ina219Test,RW0071,20200914194944
98,02:51:22 GMT,97.549,5.048,9.6,48.461,ina219Test,RW0071,20200914194944
99,02:51:23 GMT,98.555,5.06,6.3,31.878,ina219Test,RW0071,20200914194944
100,02:51:24 GMT,99.56,5.04,9.8,49.392,ina219Test,RW0071,20200914194944
101,02:51:25 GMT,100.566,5.06,7.5,37.95,ina219Test,RW0071,20200914194944
102,02:51:26 GMT,101.571,5.048,9.3,46.946,ina219Test,RW0071,20200914194944
103,02:51:27 GMT,102.577,5.052,7.6,38.395,ina219Test,RW0071,20200914194944
104,02:51:28 GMT,103.583,5.044,8.0,40.352,ina219Test,RW0071,20200914194944
105,02:51:29 GMT,104.588,5.06,7.4,37.444,ina219Test,RW0071,20200914194944
106,02:51:30 GMT,105.594,5.044,6.9,34.804,ina219Test,RW0071,20200914194944
107,02:51:31 GMT,106.599,5.052,9.1,45.973,ina219Test,RW0071,20200914194944
108,02:51:32 GMT,107.605,5.056,5.1,25.786,ina219Test,RW0071,20200914194944
109,02:51:33 GMT,108.61,5.044,9.4,47.414,ina219Test,RW0071,20200914194944
110,02:51:34 GMT,109.616,5.064,5.0,25.32,ina219Test,RW0071,20200914194944
111,02:51:35 GMT,110.62,5.052,9.0,45.468,ina219Test,RW0071,20200914194944
112,02:51:36 GMT,111.626,5.048,5.6,28.269,ina219Test,RW0071,20200914194944
113,02:51:37 GMT,112.632,5.056,9.0,45.504,ina219Test,RW0071,20200914194944
114,02:51:38 GMT,113.637,5.056,4.9,24.774,ina219Test,RW0071,20200914194944
115,02:51:39 GMT,114.643,5.044,9.9,49.936,ina219Test,RW0071,20200914194944
116,02:51:40 GMT,115.648,5.068,5.0,25.34,ina219Test,RW0071,20200914194944
117,02:51:41 GMT,116.654,5.048,9.9,49.975,ina219Test,RW0071,20200914194944
118,02:51:42 GMT,117.659,5.052,8.0,40.416,ina219Test,RW0071,20200914194944
119,02:51:43 GMT,118.665,5.048,8.0,40.384,ina219Test,RW0071,20200914194944
120,02:51:44 GMT,119.67,5.056,9.0,45.504,ina219Test,RW0071,20200914194944
