entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,03:24:45 GMT,0.408,0,1,0,0,4,1,5.004,8.1,40.532,manSpeedTest,RW0-0071,20200914202444
2,03:24:45 GMT,0.824,0,1,0,0,4,1,5.036,7.9,39.784,manSpeedTest,RW0-0071,20200914202444
3,03:24:46 GMT,1.242,0,1,0,0,1,1,5.048,5.6,28.269,manSpeedTest,RW0-0071,20200914202444
4,03:24:46 GMT,1.661,0,1,0,0,1,1,5.032,7.0,35.224,manSpeedTest,RW0-0071,20200914202444
5,03:24:46 GMT,2.08,0,1,0,0,1,1,5.04,9.3,46.872,manSpeedTest,RW0-0071,20200914202444
6,03:24:47 GMT,2.499,0,1,0,0,1,1,5.04,7.7,38.808,manSpeedTest,RW0-0071,20200914202444
7,03:24:47 GMT,2.918,0,1,0,0,1,1,5.032,5.9,29.689,manSpeedTest,RW0-0071,20200914202444
8,03:24:48 GMT,3.337,0,1,0,0,1,1,5.036,8.4,42.302,manSpeedTest,RW0-0071,20200914202444
9,03:24:48 GMT,3.756,0,1,0,0,1,1,5.048,5.3,26.754,manSpeedTest,RW0-0071,20200914202444
10,03:24:49 GMT,4.175,0,1,0,0,1,1,5.024,8.7,43.709,manSpeedTest,RW0-0071,20200914202444
11,03:24:49 GMT,4.594,0,1,0,0,1,1,5.048,7.0,35.336,manSpeedTest,RW0-0071,20200914202444
12,03:24:49 GMT,5.012,0,1,0,0,1,1,5.032,10.0,50.32,manSpeedTest,RW0-0071,20200914202444
13,03:24:50 GMT,5.431,0,1,0,0,1,1,5.04,8.2,41.328,manSpeedTest,RW0-0071,20200914202444
14,03:24:50 GMT,5.85,0,1,0,0,1,1,5.024,7.5,37.68,manSpeedTest,RW0-0071,20200914202444
15,03:24:51 GMT,6.269,0,1,0,0,1,1,5.036,9.8,49.353,manSpeedTest,RW0-0071,20200914202444
16,03:24:51 GMT,6.688,0,1,0,0,1,1,5.036,4.6,23.166,manSpeedTest,RW0-0071,20200914202444
17,03:24:51 GMT,7.107,0,1,0,0,1,1,5.036,9.4,47.338,manSpeedTest,RW0-0071,20200914202444
18,03:24:52 GMT,7.525,0,1,0,0,1,1,5.052,5.4,27.281,manSpeedTest,RW0-0071,20200914202444
19,03:24:52 GMT,7.944,0,1,0,0,1,1,5.032,9.4,47.301,manSpeedTest,RW0-0071,20200914202444
20,03:24:53 GMT,8.363,0,1,0,0,1,1,5.048,5.2,26.25,manSpeedTest,RW0-0071,20200914202444
21,03:24:53 GMT,8.782,0,1,0,0,1,1,5.032,9.2,46.294,manSpeedTest,RW0-0071,20200914202444
22,03:24:54 GMT,9.201,0,1,0,0,1,1,5.036,7.6,38.274,manSpeedTest,RW0-0071,20200914202444
23,03:24:54 GMT,9.62,0,1,0,0,1,1,5.028,7.8,39.218,manSpeedTest,RW0-0071,20200914202444
24,03:24:54 GMT,10.038,0,1,0,0,1,1,5.044,8.2,41.361,manSpeedTest,RW0-0071,20200914202444
25,03:24:55 GMT,10.457,0,1,0,0,1,1,5.032,5.7,28.682,manSpeedTest,RW0-0071,20200914202444
26,03:24:55 GMT,10.876,0,1,0,0,1,1,5.036,9.3,46.835,manSpeedTest,RW0-0071,20200914202444
