entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM),refSpeed_01_RPM),state,clcMode,voltage_V,current_mA,power_mW,2,_d20200822t150041,2
1,22:00:41 GMT,0.323,1,1,9500,10000,4,1,3.268,4.7,15.36
2,22:00:41 GMT,0.631,1,1,9500,10000,4,1,3.268,5.0,16.34
3,22:00:42 GMT,0.941,1,1,9500,10000,4,1,3.272,4.6,15.051
4,22:00:42 GMT,1.275,1,1,9500,10000,4,1,3.268,4.8,15.686
5,22:00:42 GMT,1.58,1,1,14250,15000,4,1,3.268,4.7,15.36
6,22:00:43 GMT,1.886,1,1,14250,15000,4,1,3.268,4.9,16.013
7,22:00:43 GMT,2.195,1,1,14250,15000,4,1,3.268,4.7,15.36
8,22:00:43 GMT,2.534,1,1,14250,15000,4,1,3.268,4.8,15.686
9,22:00:43 GMT,2.84,1,1,19000,20000,4,1,3.268,4.9,16.013
10,22:00:44 GMT,3.146,1,1,19000,20000,4,1,3.272,4.8,15.706
11,22:00:44 GMT,3.455,1,1,19000,20000,4,1,3.268,4.6,15.033
12,22:00:44 GMT,3.803,1,1,19000,20000,4,1,3.272,4.6,15.051
13,22:00:45 GMT,4.109,1,1,23750,25000,4,1,3.268,4.7,15.36
14,22:00:45 GMT,4.414,1,1,23750,25000,4,1,3.268,4.8,15.686
15,22:00:45 GMT,4.724,1,1,23750,25000,4,1,3.264,4.6,15.014
16,22:00:46 GMT,5.062,1,1,23750,25000,4,1,3.264,4.6,15.014
17,22:00:46 GMT,5.368,1,1,28500,30000,4,1,3.268,4.8,15.686
18,22:00:46 GMT,5.673,1,1,28500,30000,4,1,3.268,4.8,15.686
19,22:00:47 GMT,5.983,1,1,28500,30000,4,1,3.268,4.6,15.033
20,22:00:47 GMT,6.316,1,1,28500,30000,4,1,3.268,4.8,15.686
21,22:00:47 GMT,6.621,1,1,33250,35000,4,1,3.272,4.7,15.378
22,22:00:48 GMT,6.927,1,1,33250,35000,4,1,3.268,4.5,14.706
23,22:00:48 GMT,7.236,1,1,33250,35000,4,1,3.268,4.7,15.36
24,22:00:48 GMT,7.575,1,1,33250,35000,4,1,3.268,4.6,15.033
25,22:00:49 GMT,7.88,1,1,38000,40000,4,1,3.268,4.6,15.033
26,22:00:49 GMT,8.186,1,1,38000,40000,4,1,3.268,5.1,16.667
27,22:00:49 GMT,8.495,1,1,38000,40000,4,1,3.268,4.7,15.36
28,22:00:49 GMT,8.829,1,1,38000,40000,4,1,3.268,4.7,15.36
29,22:00:50 GMT,9.134,1,1,42750,45000,4,1,3.268,4.6,15.033
30,22:00:50 GMT,9.44,1,1,42750,45000,4,1,3.272,4.6,15.051
31,22:00:50 GMT,9.75,1,1,42750,45000,4,1,3.268,4.7,15.36
32,22:00:51 GMT,10.083,1,1,42750,45000,4,1,3.268,5.0,16.34
33,22:00:51 GMT,10.389,1,1,47500,50000,4,1,3.268,4.6,15.033
34,22:00:51 GMT,10.694,1,1,47500,50000,4,1,3.268,4.6,15.033
35,22:00:52 GMT,11.003,1,1,47500,50000,4,1,3.268,4.8,15.686
36,22:00:52 GMT,11.341,1,1,47500,50000,4,1,3.268,4.8,15.686
