entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,06:49:09 GMT,0.407,1,1,1585,10000,4,1,5.016,199.2,999.187,stepSpeedTest,RW0071,20200913234908
2,06:49:09 GMT,0.822,1,1,3991,10000,4,1,4.94,522.1,2579.174,stepSpeedTest,RW0071,20200913234908
3,06:49:09 GMT,1.242,1,1,7946,10000,4,1,5.044,59.5,300.118,stepSpeedTest,RW0071,20200913234908
4,06:49:10 GMT,1.661,1,1,10016,15000,4,1,4.98,476.3,2371.974,stepSpeedTest,RW0071,20200913234908
5,06:49:10 GMT,2.08,1,1,13512,15000,4,1,5.064,66.6,337.262,stepSpeedTest,RW0071,20200913234908
6,06:49:11 GMT,2.501,1,1,14585,15000,4,1,5.068,33.6,170.285,stepSpeedTest,RW0071,20200913234908
7,06:49:11 GMT,2.92,1,1,14945,20000,4,1,4.972,469.4,2333.857,stepSpeedTest,RW0071,20200913234908
8,06:49:12 GMT,3.34,1,1,18282,20000,4,1,5.052,79.9,403.655,stepSpeedTest,RW0071,20200913234908
9,06:49:12 GMT,3.76,1,1,19446,20000,4,1,5.052,38.2,192.986,stepSpeedTest,RW0071,20200913234908
10,06:49:12 GMT,4.181,1,1,19898,25000,4,1,4.98,457.2,2276.856,stepSpeedTest,RW0071,20200913234908
11,06:49:13 GMT,4.6,1,1,23241,25000,4,1,5.06,94.9,480.194,stepSpeedTest,RW0071,20200913234908
12,06:49:13 GMT,5.02,1,1,24305,25000,4,1,5.06,44.8,226.688,stepSpeedTest,RW0071,20200913234908
13,06:49:14 GMT,5.444,1,1,24931,30000,4,1,4.968,475.4,2361.787,stepSpeedTest,RW0071,20200913234908
14,06:49:14 GMT,5.863,1,1,28019,30000,4,1,5.044,111.0,559.884,stepSpeedTest,RW0071,20200913234908
15,06:49:14 GMT,6.283,1,1,29206,30000,4,1,5.052,51.2,258.662,stepSpeedTest,RW0071,20200913234908
16,06:49:15 GMT,6.702,1,1,29802,35000,4,1,4.98,434.1,2161.818,stepSpeedTest,RW0071,20200913234908
17,06:49:15 GMT,7.121,1,1,32846,35000,4,1,5.04,135.3,681.912,stepSpeedTest,RW0071,20200913234908
18,06:49:16 GMT,7.541,1,1,34091,35000,4,1,5.048,60.8,306.918,stepSpeedTest,RW0071,20200913234908
19,06:49:16 GMT,7.96,1,1,34691,40000,4,1,4.988,384.1,1915.891,stepSpeedTest,RW0071,20200913234908
20,06:49:17 GMT,8.38,1,1,37576,40000,4,1,5.032,167.4,842.357,stepSpeedTest,RW0071,20200913234908
21,06:49:17 GMT,8.8,1,1,38993,40000,4,1,5.048,71.4,360.427,stepSpeedTest,RW0071,20200913234908
22,06:49:17 GMT,9.219,1,1,39652,45000,4,1,5.004,359.3,1797.937,stepSpeedTest,RW0071,20200913234908
23,06:49:18 GMT,9.638,1,1,42181,45000,4,1,5.032,214.2,1077.854,stepSpeedTest,RW0071,20200913234908
24,06:49:18 GMT,10.058,1,1,43827,45000,4,1,5.048,86.0,434.128,stepSpeedTest,RW0071,20200913234908
25,06:49:19 GMT,10.484,1,1,44597,50000,4,1,5.016,314.7,1578.535,stepSpeedTest,RW0071,20200913234908
26,06:49:19 GMT,10.904,1,1,46739,50000,4,1,5.008,275.4,1379.203,stepSpeedTest,RW0071,20200913234908
27,06:49:20 GMT,11.324,1,1,48565,50000,4,1,5.044,91.1,459.508,stepSpeedTest,RW0071,20200913234908
28,06:49:20 GMT,11.745,1,1,49465,55000,4,1,5.012,269.8,1352.238,stepSpeedTest,RW0071,20200913234908
29,06:49:20 GMT,12.165,1,1,51260,55000,4,1,5.012,254.4,1275.053,stepSpeedTest,RW0071,20200913234908
30,06:49:21 GMT,12.584,1,1,52867,55000,4,1,5.028,173.7,873.364,stepSpeedTest,RW0071,20200913234908
31,06:49:21 GMT,13.004,1,1,54154,60000,4,1,5.016,221.9,1113.05,stepSpeedTest,RW0071,20200913234908
32,06:49:22 GMT,13.424,1,1,55568,60000,4,1,5.02,233.5,1172.17,stepSpeedTest,RW0071,20200913234908
33,06:49:22 GMT,13.843,1,1,56840,60000,4,1,5.036,198.3,998.639,stepSpeedTest,RW0071,20200913234908
34,06:49:22 GMT,14.263,1,1,58017,65000,4,1,5.016,185.1,928.462,stepSpeedTest,RW0071,20200913234908
35,06:49:23 GMT,14.682,1,1,59102,65000,4,1,5.028,177.0,889.956,stepSpeedTest,RW0071,20200913234908
36,06:49:23 GMT,15.102,1,1,60113,65000,4,1,5.032,172.4,867.517,stepSpeedTest,RW0071,20200913234908
37,06:49:24 GMT,15.524,1,1,61052,65000,4,1,5.036,165.6,833.962,stepSpeedTest,RW0071,20200913234908
38,06:49:24 GMT,15.944,1,1,61905,65000,4,1,5.032,179.0,900.728,stepSpeedTest,RW0071,20200913234908
39,06:49:25 GMT,16.364,1,1,62675,65000,4,1,5.04,164.2,827.568,stepSpeedTest,RW0071,20200913234908
40,06:49:25 GMT,16.783,1,1,63124,60000,4,1,5.072,22.0,111.584,stepSpeedTest,RW0071,20200913234908
41,06:49:25 GMT,17.202,1,1,60735,60000,4,1,5.064,-0.1,-0.506,stepSpeedTest,RW0071,20200913234908
42,06:49:26 GMT,17.622,1,1,59888,60000,3,1,5.06,39.0,197.34,stepSpeedTest,RW0071,20200913234908
43,06:49:26 GMT,18.041,1,1,59187,55000,4,1,5.068,19.0,96.292,stepSpeedTest,RW0071,20200913234908
44,06:49:27 GMT,18.46,1,1,56053,55000,4,1,5.064,-0.1,-0.506,stepSpeedTest,RW0071,20200913234908
45,06:49:27 GMT,18.88,1,1,55026,55000,3,1,5.064,39.5,200.028,stepSpeedTest,RW0071,20200913234908
46,06:49:27 GMT,19.3,1,1,54374,50000,4,1,5.06,21.0,106.26,stepSpeedTest,RW0071,20200913234908
47,06:49:28 GMT,19.719,1,1,51233,50000,4,1,5.068,-0.3,-1.52,stepSpeedTest,RW0071,20200913234908
48,06:49:28 GMT,20.139,1,1,50163,50000,3,1,5.06,51.7,261.602,stepSpeedTest,RW0071,20200913234908
49,06:49:29 GMT,20.586,1,1,49412,45000,4,1,5.08,0.0,0.0,stepSpeedTest,RW0071,20200913234908
50,06:49:29 GMT,21.005,1,1,46420,45000,4,1,5.064,-0.1,-0.506,stepSpeedTest,RW0071,20200913234908
51,06:49:30 GMT,21.424,1,1,45306,45000,4,1,5.052,36.4,183.893,stepSpeedTest,RW0071,20200913234908
52,06:49:30 GMT,21.844,1,1,44663,40000,4,1,5.076,20.4,103.55,stepSpeedTest,RW0071,20200913234908
53,06:49:30 GMT,22.263,1,1,42699,40000,4,1,5.084,-0.3,-1.525,stepSpeedTest,RW0071,20200913234908
54,06:49:31 GMT,22.683,1,1,41134,40000,4,1,5.068,6.8,34.462,stepSpeedTest,RW0071,20200913234908
55,06:49:31 GMT,23.102,1,1,39890,35000,4,1,5.056,20.3,102.637,stepSpeedTest,RW0071,20200913234908
56,06:49:32 GMT,23.522,1,1,37498,35000,4,1,5.06,19.0,96.14,stepSpeedTest,RW0071,20200913234908
57,06:49:32 GMT,23.941,1,1,36451,35000,4,1,5.064,0.3,1.519,stepSpeedTest,RW0071,20200913234908
58,06:49:33 GMT,24.36,1,1,34932,30000,4,1,5.06,22.1,111.826,stepSpeedTest,RW0071,20200913234908
59,06:49:33 GMT,24.779,1,1,32353,30000,4,1,5.064,21.6,109.382,stepSpeedTest,RW0071,20200913234908
60,06:49:33 GMT,25.198,1,1,31582,30000,4,1,5.064,0.1,0.506,stepSpeedTest,RW0071,20200913234908
61,06:49:34 GMT,25.621,1,1,30120,25000,4,1,5.072,22.6,114.627,stepSpeedTest,RW0071,20200913234908
62,06:49:34 GMT,26.04,1,1,27336,25000,4,1,5.068,21.5,108.962,stepSpeedTest,RW0071,20200913234908
63,06:49:35 GMT,26.46,1,1,26778,25000,4,1,5.072,1.2,6.086,stepSpeedTest,RW0071,20200913234908
64,06:49:35 GMT,26.879,1,1,25363,20000,4,1,5.064,19.3,97.735,stepSpeedTest,RW0071,20200913234908
65,06:49:35 GMT,27.298,1,1,22856,20000,4,1,5.056,19.8,100.109,stepSpeedTest,RW0071,20200913234908
66,06:49:36 GMT,27.718,1,1,21635,20000,4,1,5.064,21.3,107.863,stepSpeedTest,RW0071,20200913234908
67,06:49:36 GMT,28.137,1,1,20817,15000,4,1,5.068,21.2,107.442,stepSpeedTest,RW0071,20200913234908
68,06:49:37 GMT,28.557,1,1,18712,15000,4,1,5.064,22.2,112.421,stepSpeedTest,RW0071,20200913234908
69,06:49:37 GMT,28.977,1,1,16889,15000,4,1,5.064,21.5,108.876,stepSpeedTest,RW0071,20200913234908
70,06:49:38 GMT,29.396,1,1,15784,10000,4,1,5.064,18.9,95.71,stepSpeedTest,RW0071,20200913234908
71,06:49:38 GMT,29.815,1,1,14236,10000,4,1,5.056,19.6,99.098,stepSpeedTest,RW0071,20200913234908
72,06:49:38 GMT,30.234,1,1,12826,10000,4,1,5.064,19.6,99.254,stepSpeedTest,RW0071,20200913234908
73,06:49:39 GMT,30.658,1,1,11395,0,4,1,5.06,19.0,96.14,stepSpeedTest,RW0071,20200913234908
74,06:49:39 GMT,31.077,1,1,10266,0,4,1,5.068,19.4,98.319,stepSpeedTest,RW0071,20200913234908
