entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,23:38:43 GMT,0.349,1,1,9500,10000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
2,23:38:44 GMT,0.656,1,1,9500,10000,4,1,0.884,-0.1,-0.088,stepSpeedTest,RW3,20200904163843
3,23:38:44 GMT,0.967,1,1,9500,10000,4,1,0.888,-0.1,-0.089,stepSpeedTest,RW3,20200904163843
4,23:38:44 GMT,1.338,1,1,9500,10000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
5,23:38:45 GMT,1.645,1,1,14250,15000,4,1,0.888,-0.1,-0.089,stepSpeedTest,RW3,20200904163843
6,23:38:45 GMT,1.952,1,1,14250,15000,4,1,0.892,-0.5,-0.446,stepSpeedTest,RW3,20200904163843
7,23:38:45 GMT,2.263,1,1,14250,15000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
8,23:38:46 GMT,2.608,1,1,14250,15000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
9,23:38:46 GMT,2.914,1,1,19000,20000,4,1,0.888,-0.5,-0.444,stepSpeedTest,RW3,20200904163843
10,23:38:46 GMT,3.221,1,1,19000,20000,4,1,0.884,-0.2,-0.177,stepSpeedTest,RW3,20200904163843
11,23:38:46 GMT,3.532,1,1,19000,20000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
12,23:38:47 GMT,3.883,1,1,19000,20000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
13,23:38:47 GMT,4.189,1,1,23750,25000,4,1,0.884,-0.3,-0.265,stepSpeedTest,RW3,20200904163843
14,23:38:47 GMT,4.496,0,1,23750,25000,4,126,0.888,0.0,0.0,stepSpeedTest,RW3,20200904163843
15,23:38:48 GMT,4.807,1,1,23750,25000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
16,23:38:48 GMT,5.183,1,1,23750,25000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
17,23:38:48 GMT,5.489,1,1,28500,30000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
18,23:38:49 GMT,5.796,1,1,28500,30000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
19,23:38:49 GMT,6.107,1,1,28500,30000,4,1,0.884,-0.2,-0.177,stepSpeedTest,RW3,20200904163843
20,23:38:49 GMT,6.483,1,1,28500,30000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
21,23:38:50 GMT,6.79,1,1,33250,35000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
22,23:38:50 GMT,7.097,1,1,33250,35000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
23,23:38:50 GMT,7.409,1,1,33250,35000,4,1,0.888,-0.5,-0.444,stepSpeedTest,RW3,20200904163843
24,23:38:51 GMT,7.794,1,1,33250,35000,4,1,0.884,-0.3,-0.265,stepSpeedTest,RW3,20200904163843
25,23:38:51 GMT,8.103,1,1,38000,40000,4,1,0.884,-0.1,-0.088,stepSpeedTest,RW3,20200904163843
26,23:38:51 GMT,8.412,1,1,38000,40000,4,1,0.884,-0.1,-0.088,stepSpeedTest,RW3,20200904163843
27,23:38:52 GMT,8.73,1,1,38000,40000,4,1,0.892,-0.5,-0.446,stepSpeedTest,RW3,20200904163843
28,23:38:52 GMT,9.101,1,1,38000,40000,4,1,0.888,-0.1,-0.089,stepSpeedTest,RW3,20200904163843
29,23:38:52 GMT,9.409,1,1,42750,45000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
30,23:38:53 GMT,9.718,1,1,42750,45000,4,1,0.888,-0.5,-0.444,stepSpeedTest,RW3,20200904163843
31,23:38:53 GMT,10.034,1,1,42750,45000,4,1,0.888,-0.1,-0.089,stepSpeedTest,RW3,20200904163843
32,23:38:53 GMT,10.402,1,1,42750,45000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
33,23:38:54 GMT,10.711,1,1,47500,50000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
34,23:38:54 GMT,11.02,1,1,47500,50000,4,1,0.888,-0.5,-0.444,stepSpeedTest,RW3,20200904163843
35,23:38:54 GMT,11.332,1,1,47500,50000,4,1,0.892,-0.5,-0.446,stepSpeedTest,RW3,20200904163843
36,23:38:55 GMT,11.713,1,1,47500,50000,4,1,0.888,-0.1,-0.089,stepSpeedTest,RW3,20200904163843
37,23:38:55 GMT,12.02,1,1,52250,55000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
38,23:38:55 GMT,12.327,1,1,52250,55000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
39,23:38:56 GMT,12.638,1,1,52250,55000,4,1,0.888,0.0,0.0,stepSpeedTest,RW3,20200904163843
40,23:38:56 GMT,12.999,1,1,52250,55000,4,1,0.888,-0.5,-0.444,stepSpeedTest,RW3,20200904163843
41,23:38:56 GMT,13.305,1,1,57000,60000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
42,23:38:57 GMT,13.612,1,1,57000,60000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
43,23:38:57 GMT,13.923,1,1,57000,60000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
44,23:38:57 GMT,14.294,1,1,57000,60000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
45,23:38:58 GMT,14.6,1,1,61750,65000,4,1,0.892,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
46,23:38:58 GMT,14.907,1,1,61750,65000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
47,23:38:58 GMT,15.218,1,1,61750,65000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
48,23:38:59 GMT,15.595,1,1,61750,65000,4,1,0.884,-0.4,-0.354,stepSpeedTest,RW3,20200904163843
49,23:38:59 GMT,15.905,1,1,61750,65000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
50,23:38:59 GMT,16.214,1,1,61750,65000,4,1,0.888,-0.1,-0.089,stepSpeedTest,RW3,20200904163843
51,23:38:59 GMT,16.526,1,1,61750,65000,4,1,0.884,0.0,0.0,stepSpeedTest,RW3,20200904163843
52,23:39:00 GMT,16.897,1,1,61750,65000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
53,23:39:00 GMT,17.204,1,1,57000,60000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
54,23:39:00 GMT,17.511,1,1,57000,60000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
55,23:39:01 GMT,17.822,1,1,57000,60000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
56,23:39:01 GMT,18.197,1,1,57000,60000,4,1,0.888,-0.1,-0.089,stepSpeedTest,RW3,20200904163843
57,23:39:01 GMT,18.504,1,1,52250,55000,4,1,0.888,-0.5,-0.444,stepSpeedTest,RW3,20200904163843
58,23:39:02 GMT,18.813,1,1,52250,55000,4,1,0.884,-0.3,-0.265,stepSpeedTest,RW3,20200904163843
59,23:39:02 GMT,19.124,1,1,52250,55000,4,1,0.884,-0.2,-0.177,stepSpeedTest,RW3,20200904163843
60,23:39:02 GMT,19.51,1,1,52250,55000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
61,23:39:03 GMT,19.816,1,1,47500,50000,4,1,0.888,0.0,0.0,stepSpeedTest,RW3,20200904163843
62,23:39:03 GMT,20.123,1,1,47500,50000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
63,23:39:03 GMT,20.435,1,1,47500,50000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
64,23:39:04 GMT,20.815,1,1,47500,50000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
65,23:39:04 GMT,21.129,1,1,42750,45000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
66,23:39:04 GMT,21.438,1,1,42750,45000,4,1,0.888,-0.1,-0.089,stepSpeedTest,RW3,20200904163843
67,23:39:05 GMT,21.75,1,1,42750,45000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
68,23:39:05 GMT,22.131,1,1,42750,45000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
69,23:39:05 GMT,22.439,1,1,38000,40000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
70,23:39:06 GMT,22.748,1,1,38000,40000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
71,23:39:06 GMT,23.059,1,1,38000,40000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
72,23:39:06 GMT,23.425,1,1,38000,40000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
73,23:39:07 GMT,23.731,0,1,33250,2113964216,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
74,23:39:07 GMT,24.038,0,1,33150,35000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
75,23:39:07 GMT,24.349,1,1,33250,35000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
76,23:39:08 GMT,24.72,1,1,33250,35000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
77,23:39:08 GMT,25.026,1,1,28500,30000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
78,23:39:08 GMT,25.335,1,1,28500,30000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
79,23:39:09 GMT,25.646,1,1,28500,30000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
80,23:39:09 GMT,26.011,1,1,28500,30000,4,1,0.884,-0.3,-0.265,stepSpeedTest,RW3,20200904163843
81,23:39:09 GMT,26.321,1,1,23750,25000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
82,23:39:10 GMT,26.628,1,1,23750,25000,4,1,0.884,-0.2,-0.177,stepSpeedTest,RW3,20200904163843
83,23:39:10 GMT,26.939,1,1,23750,25000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
84,23:39:10 GMT,27.31,1,1,23750,25000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
85,23:39:11 GMT,27.617,0,1,19000,2113949216,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
86,23:39:11 GMT,27.926,1,1,19000,20000,4,1,0.884,-0.5,-0.442,stepSpeedTest,RW3,20200904163843
87,23:39:11 GMT,28.238,1,1,19000,20000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
88,23:39:12 GMT,28.619,1,1,19000,20000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
89,23:39:12 GMT,28.926,1,1,14250,15000,4,1,0.888,-0.1,-0.089,stepSpeedTest,RW3,20200904163843
90,23:39:12 GMT,29.233,1,1,14250,15000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
91,23:39:13 GMT,29.544,1,1,14250,15000,4,1,0.888,-0.2,-0.178,stepSpeedTest,RW3,20200904163843
92,23:39:13 GMT,29.914,1,1,14250,15000,4,1,0.888,-0.1,-0.089,stepSpeedTest,RW3,20200904163843
93,23:39:13 GMT,30.221,1,1,9500,10000,4,1,0.888,-0.4,-0.355,stepSpeedTest,RW3,20200904163843
94,23:39:13 GMT,30.528,1,1,9500,10000,4,1,0.888,-0.3,-0.266,stepSpeedTest,RW3,20200904163843
95,23:39:14 GMT,30.839,1,1,9500,10000,4,1,0.888,-0.1,-0.089,stepSpeedTest,RW3,20200904163843
96,23:39:14 GMT,31.15,1,1,9500,10000,4,1,0.884,0.1,0.088,stepSpeedTest,RW3,20200904163843
