entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,04:44:18 GMT,0.407,1,1,0,0,4,1,5.052,5.3,26.776,fixedRpmNoiseTest,RW0-0071,20200914214418
2,04:44:18 GMT,0.725,1,1,0,0,4,1,5.048,9.0,45.432,fixedRpmNoiseTest,RW0-0071,20200914214418
3,04:44:19 GMT,1.044,1,1,0,0,4,1,5.052,5.2,26.27,fixedRpmNoiseTest,RW0-0071,20200914214418
4,04:44:19 GMT,1.362,1,1,0,0,1,1,5.04,10.3,51.912,fixedRpmNoiseTest,RW0-0071,20200914214418
5,04:44:19 GMT,1.681,1,1,0,0,1,1,5.052,5.2,26.27,fixedRpmNoiseTest,RW0-0071,20200914214418
6,04:44:20 GMT,1.999,1,1,0,0,1,1,5.048,9.7,48.966,fixedRpmNoiseTest,RW0-0071,20200914214418
7,04:44:20 GMT,2.318,1,1,0,0,1,1,5.056,5.0,25.28,fixedRpmNoiseTest,RW0-0071,20200914214418
8,04:44:20 GMT,2.636,1,1,0,0,1,1,5.04,9.7,48.888,fixedRpmNoiseTest,RW0-0071,20200914214418
9,04:44:21 GMT,2.955,1,1,0,0,1,1,5.052,5.2,26.27,fixedRpmNoiseTest,RW0-0071,20200914214418
10,04:44:21 GMT,3.273,1,1,0,0,1,1,5.048,10.0,50.48,fixedRpmNoiseTest,RW0-0071,20200914214418
11,04:44:21 GMT,3.592,1,1,0,0,1,1,5.052,4.9,24.755,fixedRpmNoiseTest,RW0-0071,20200914214418
12,04:44:22 GMT,3.91,1,1,0,0,1,1,5.044,10.2,51.449,fixedRpmNoiseTest,RW0-0071,20200914214418
13,04:44:22 GMT,4.229,1,1,0,0,1,1,5.044,6.6,33.29,fixedRpmNoiseTest,RW0-0071,20200914214418
14,04:44:22 GMT,4.547,1,1,0,0,1,1,5.048,10.1,50.985,fixedRpmNoiseTest,RW0-0071,20200914214418
15,04:44:23 GMT,4.866,1,1,0,0,1,1,5.056,5.3,26.797,fixedRpmNoiseTest,RW0-0071,20200914214418
16,04:44:23 GMT,5.184,1,1,0,0,1,1,5.044,9.3,46.909,fixedRpmNoiseTest,RW0-0071,20200914214418
17,04:44:23 GMT,5.503,1,1,0,0,1,1,5.048,5.5,27.764,fixedRpmNoiseTest,RW0-0071,20200914214418
18,04:44:24 GMT,5.821,1,1,0,0,1,1,5.044,9.0,45.396,fixedRpmNoiseTest,RW0-0071,20200914214418
19,04:44:24 GMT,6.14,1,1,0,0,1,1,5.056,5.0,25.28,fixedRpmNoiseTest,RW0-0071,20200914214418
20,04:44:24 GMT,6.459,1,1,0,0,1,1,5.048,9.1,45.937,fixedRpmNoiseTest,RW0-0071,20200914214418
21,04:44:24 GMT,6.777,1,1,0,0,1,1,5.048,6.6,33.317,fixedRpmNoiseTest,RW0-0071,20200914214418
22,04:44:25 GMT,7.096,1,1,0,0,1,1,5.044,9.5,47.918,fixedRpmNoiseTest,RW0-0071,20200914214418
23,04:44:25 GMT,7.414,1,1,0,0,1,1,5.056,4.8,24.269,fixedRpmNoiseTest,RW0-0071,20200914214418
24,04:44:25 GMT,7.732,1,1,0,0,1,1,5.048,9.4,47.451,fixedRpmNoiseTest,RW0-0071,20200914214418
25,04:44:26 GMT,8.051,1,1,0,0,1,1,5.052,5.4,27.281,fixedRpmNoiseTest,RW0-0071,20200914214418
26,04:44:26 GMT,8.369,1,1,0,0,1,1,5.04,10.2,51.408,fixedRpmNoiseTest,RW0-0071,20200914214418
27,04:44:26 GMT,8.688,1,1,0,0,1,1,5.048,7.1,35.841,fixedRpmNoiseTest,RW0-0071,20200914214418
28,04:44:27 GMT,9.006,1,1,0,0,1,1,5.052,8.4,42.437,fixedRpmNoiseTest,RW0-0071,20200914214418
29,04:44:27 GMT,9.325,1,1,0,0,1,1,5.048,7.3,36.85,fixedRpmNoiseTest,RW0-0071,20200914214418
30,04:44:27 GMT,9.643,1,1,0,0,1,1,5.048,7.4,37.355,fixedRpmNoiseTest,RW0-0071,20200914214418
31,04:44:28 GMT,9.962,1,1,0,0,1,1,5.04,9.3,46.872,fixedRpmNoiseTest,RW0-0071,20200914214418
32,04:44:28 GMT,10.28,1,1,0,0,1,1,5.06,4.9,24.794,fixedRpmNoiseTest,RW0-0071,20200914214418
33,04:44:28 GMT,10.599,1,1,0,0,1,1,5.048,8.9,44.927,fixedRpmNoiseTest,RW0-0071,20200914214418
34,04:44:29 GMT,10.917,1,1,0,0,1,1,5.056,4.8,24.269,fixedRpmNoiseTest,RW0-0071,20200914214418
35,04:44:29 GMT,11.236,1,1,0,0,1,1,5.04,10.1,50.904,fixedRpmNoiseTest,RW0-0071,20200914214418
36,04:44:29 GMT,11.554,1,1,0,0,1,1,5.048,6.4,32.307,fixedRpmNoiseTest,RW0-0071,20200914214418
37,04:44:30 GMT,11.872,1,1,0,0,1,1,5.052,8.2,41.426,fixedRpmNoiseTest,RW0-0071,20200914214418
38,04:44:30 GMT,12.191,1,1,0,0,1,1,5.048,7.5,37.86,fixedRpmNoiseTest,RW0-0071,20200914214418
39,04:44:30 GMT,12.509,1,1,0,0,1,1,5.048,6.4,32.307,fixedRpmNoiseTest,RW0-0071,20200914214418
40,04:44:31 GMT,12.828,1,1,0,0,1,1,5.044,9.3,46.909,fixedRpmNoiseTest,RW0-0071,20200914214418
41,04:44:31 GMT,13.146,1,1,0,0,1,1,5.06,4.9,24.794,fixedRpmNoiseTest,RW0-0071,20200914214418
42,04:44:31 GMT,13.465,1,1,0,0,1,1,5.048,9.8,49.47,fixedRpmNoiseTest,RW0-0071,20200914214418
43,04:44:32 GMT,13.783,1,1,0,0,1,1,5.052,6.5,32.838,fixedRpmNoiseTest,RW0-0071,20200914214418
44,04:44:32 GMT,14.102,1,1,0,0,1,1,5.036,10.6,53.382,fixedRpmNoiseTest,RW0-0071,20200914214418
45,04:44:32 GMT,14.42,1,1,0,0,1,1,5.048,6.7,33.822,fixedRpmNoiseTest,RW0-0071,20200914214418
46,04:44:32 GMT,14.738,1,1,0,0,1,1,5.048,9.7,48.966,fixedRpmNoiseTest,RW0-0071,20200914214418
47,04:44:33 GMT,15.057,1,1,0,0,1,1,5.048,7.4,37.355,fixedRpmNoiseTest,RW0-0071,20200914214418
48,04:44:33 GMT,15.375,1,1,0,0,1,1,5.048,7.0,35.336,fixedRpmNoiseTest,RW0-0071,20200914214418
