entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,00:05:07 GMT,0.348,1,1,9500,10000,4,1,0.888,-0.3,-0.266,rampSpeedTest,RW4,20200904170507
2,00:05:08 GMT,0.688,1,1,9975,10500,4,1,0.888,-0.2,-0.178,rampSpeedTest,RW4,20200904170507
3,00:05:08 GMT,1.035,0,1,2071674336,2071690107,123,123,0.888,-0.3,-0.266,rampSpeedTest,RW4,20200904170507
4,00:05:08 GMT,1.38,1,1,10925,11500,4,1,0.888,-0.5,-0.444,rampSpeedTest,RW4,20200904170507
5,00:05:09 GMT,1.725,1,1,11400,12000,4,1,0.888,-0.4,-0.355,rampSpeedTest,RW4,20200904170507
6,00:05:09 GMT,2.067,1,1,11875,12500,4,1,0.888,-0.4,-0.355,rampSpeedTest,RW4,20200904170507
7,00:05:09 GMT,2.408,1,1,12350,13000,4,1,0.888,-0.3,-0.266,rampSpeedTest,RW4,20200904170507
8,00:05:10 GMT,2.749,1,1,12825,13500,4,1,0.888,-0.6,-0.533,rampSpeedTest,RW4,20200904170507
9,00:05:10 GMT,3.089,1,1,13300,14000,4,1,0.888,-0.3,-0.266,rampSpeedTest,RW4,20200904170507
10,00:05:10 GMT,3.429,1,1,13775,14500,4,1,0.892,-0.4,-0.357,rampSpeedTest,RW4,20200904170507
11,00:05:11 GMT,3.771,1,1,14250,15000,4,1,0.888,-0.3,-0.266,rampSpeedTest,RW4,20200904170507
12,00:05:11 GMT,4.111,1,1,14725,15500,4,1,0.888,-0.1,-0.089,rampSpeedTest,RW4,20200904170507
13,00:05:11 GMT,4.463,0,1,15200,16000,126,1,0.892,-0.3,-0.268,rampSpeedTest,RW4,20200904170507
14,00:05:12 GMT,5.127,1,1,15675,16500,4,1,0.888,-0.2,-0.178,rampSpeedTest,RW4,20200904170507
