entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,23:49:54 GMT,0.353,1,1,9500,10000,4,1,0.888,-0.3,-0.266,rampSpeedTest,RW2,20200904164953
2,23:49:54 GMT,0.699,1,1,9975,10500,4,1,0.888,-0.5,-0.444,rampSpeedTest,RW2,20200904164953
3,23:49:54 GMT,1.045,1,1,10450,11000,4,1,0.888,-0.4,-0.355,rampSpeedTest,RW2,20200904164953
4,23:49:55 GMT,1.39,1,1,10925,11500,4,1,0.888,-0.2,-0.178,rampSpeedTest,RW2,20200904164953
5,23:49:55 GMT,1.737,1,1,11400,12000,4,1,0.884,-0.3,-0.265,rampSpeedTest,RW2,20200904164953
6,23:49:56 GMT,2.082,1,1,11875,12500,4,1,0.884,-0.4,-0.354,rampSpeedTest,RW2,20200904164953
7,23:49:56 GMT,2.424,1,1,12350,13000,4,1,0.888,-0.1,-0.089,rampSpeedTest,RW2,20200904164953
8,23:49:56 GMT,2.776,1,1,12825,13500,4,1,0.888,-0.2,-0.178,rampSpeedTest,RW2,20200904164953
9,23:49:57 GMT,3.122,1,1,13300,14000,4,1,0.888,-0.3,-0.266,rampSpeedTest,RW2,20200904164953
10,23:49:57 GMT,3.474,0,1,13775,14500,126,1,0.888,-0.5,-0.444,rampSpeedTest,RW2,20200904164953
11,23:49:57 GMT,3.821,1,1,14250,15000,4,1,0.888,-0.2,-0.178,rampSpeedTest,RW2,20200904164953
12,23:49:58 GMT,4.161,1,1,14725,15500,4,1,0.888,-0.3,-0.266,rampSpeedTest,RW2,20200904164953
13,23:49:58 GMT,4.503,1,1,15200,16000,4,1,0.884,-0.2,-0.177,rampSpeedTest,RW2,20200904164953
14,23:49:58 GMT,4.853,0,1,15675,16510,4,1,0.888,-0.5,-0.444,rampSpeedTest,RW2,20200904164953
15,23:49:59 GMT,5.199,1,1,16150,17000,4,1,0.888,-0.4,-0.355,rampSpeedTest,RW2,20200904164953
16,23:49:59 GMT,5.551,1,1,16625,17500,4,1,0.888,-0.3,-0.266,rampSpeedTest,RW2,20200904164953
17,23:49:59 GMT,5.896,1,1,17100,18000,4,1,0.888,-0.1,-0.089,rampSpeedTest,RW2,20200904164953
18,23:50:00 GMT,6.243,1,1,17575,18500,4,1,0.888,-0.4,-0.355,rampSpeedTest,RW2,20200904164953
19,23:50:00 GMT,6.588,1,1,18050,19000,4,1,0.888,-0.1,-0.089,rampSpeedTest,RW2,20200904164953
20,23:50:00 GMT,6.933,1,1,18525,19500,4,1,0.884,-0.3,-0.265,rampSpeedTest,RW2,20200904164953
21,23:50:01 GMT,7.271,1,1,19000,20000,4,1,0.884,-0.3,-0.265,rampSpeedTest,RW2,20200904164953
22,23:50:01 GMT,7.611,1,1,19475,20500,4,1,0.888,-0.4,-0.355,rampSpeedTest,RW2,20200904164953
23,23:50:01 GMT,7.957,1,1,19950,21000,4,1,0.888,-0.4,-0.355,rampSpeedTest,RW2,20200904164953
24,23:50:02 GMT,8.302,1,1,20425,21500,4,1,0.888,-0.2,-0.178,rampSpeedTest,RW2,20200904164953
25,23:50:02 GMT,8.648,1,1,20900,22000,4,1,0.888,-0.3,-0.266,rampSpeedTest,RW2,20200904164953
26,23:50:02 GMT,8.985,1,1,21375,22500,4,1,0.888,-0.3,-0.266,rampSpeedTest,RW2,20200904164953
27,23:50:03 GMT,9.33,1,1,21850,23000,4,1,0.888,-0.2,-0.178,rampSpeedTest,RW2,20200904164953
28,23:50:03 GMT,10.0,0,0,2122219134,2122219134,126,126,0.888,-0.3,-0.266,rampSpeedTest,RW2,20200904164953
