Alpha,Beta,Sun Detection,Error Code
0.8246275186538696,55.339569091796875,20.946517944335938,11
0.9094909429550171,55.31828308105469,20.875802993774414,11
0.7761819362640381,55.3818359375,20.942716598510742,11
0.6080684661865234,55.497222900390625,21.006078720092773,11
0.699949324131012,55.00432586669922,20.806434631347656,11
0.8703052401542664,55.125816345214844,20.84685516357422,11
0.8320339918136597,55.173038482666016,20.86739158630371,11
0.6402595043182373,54.836097717285156,20.776399612426758,11
0.49119406938552856,55.25992202758789,20.894193649291992,11
0.8003420829772949,54.93888854980469,20.758398056030273,11
0.9954586625099182,54.33732986450195,20.608047485351562,11
0.8714632987976074,54.691497802734375,20.701557159423828,11
0.8296143412590027,55.05485534667969,20.804475784301758,11
0.8184770345687866,54.84172821044922,20.76854133605957,11
0.8862762451171875,54.73126983642578,20.68977928161621,11
0.8002884387969971,54.83808517456055,20.744770050048828,11
0.8916359543800354,54.999019622802734,20.815174102783203,11
0.721540093421936,55.272682189941406,20.911867141723633,11
0.5674120187759399,55.28166961669922,20.956296920776367,11
0.7823505997657776,55.0667839050293,20.879907608032227,11
0.9301833510398865,54.743438720703125,20.761072158813477,11
0.7396737933158875,55.25301742553711,20.862083435058594,11
0.7555135488510132,55.22623062133789,20.85627555847168,11
0.8756992816925049,55.278018951416016,20.933210372924805,11
0.7520926594734192,55.21297836303711,20.937416076660156,11
0.747955858707428,55.31611251831055,20.951248168945312,11
0.8226566910743713,55.28746032714844,20.93212127685547,11
0.8447245955467224,55.09327697753906,20.873228073120117,11
0.7740518450737,54.9688835144043,20.786855697631836,11
0.5521796345710754,54.888423919677734,20.76619529724121,11
0.6506566405296326,55.08115768432617,20.816740036010742,11
0.8705360293388367,55.08994674682617,20.848886489868164,11
0.8100868463516235,55.1956787109375,20.909530639648438,11
0.6243656277656555,55.28251647949219,20.945690155029297,11
0.509300172328949,54.949562072753906,20.806489944458008,11
0.6789485216140747,55.24757766723633,20.860986709594727,11
0.6996579766273499,55.44950866699219,20.980039596557617,11
0.6057121753692627,55.40815353393555,21.032039642333984,11
0.7245805263519287,55.4600944519043,21.02543067932129,11
0.7006568312644958,55.193355560302734,20.878511428833008,11
1.0169354677200317,55.039833068847656,20.814973831176758,11
0.9289852380752563,55.09602355957031,20.8723087310791,11
0.7454044222831726,55.34577941894531,20.951541900634766,11
0.7386081218719482,55.455657958984375,20.96637535095215,11
0.6891382336616516,55.55983352661133,20.984699249267578,11
0.7168825268745422,55.333351135253906,20.90945053100586,11
0.7314265966415405,55.22572708129883,20.881607055664062,11
0.7306734323501587,55.13565444946289,20.864702224731445,11
0.7888401746749878,55.043365478515625,20.8658504486084,11
0.8345119953155518,54.93741226196289,20.82512664794922,11
0.8265674710273743,55.22102355957031,20.879146575927734,11
0.8861268758773804,55.265647888183594,20.862106323242188,11
0.7798276543617249,55.080345153808594,20.844928741455078,11
0.7596930861473083,54.914695739746094,20.840364456176758,11
0.7947835326194763,54.98283767700195,20.857807159423828,11
0.6654589772224426,55.13325500488281,20.908538818359375,11
0.6633838415145874,55.277854919433594,20.926584243774414,11
0.7254251837730408,55.3731689453125,20.957347869873047,11
0.7713711261749268,55.41822814941406,21.00131607055664,11
0.6902115345001221,55.60980987548828,21.028614044189453,11
0.672243058681488,55.36812973022461,20.912689208984375,11
0.8211192488670349,55.329795837402344,20.91051483154297,11
0.9254188537597656,54.9678955078125,20.799070358276367,11
0.801918625831604,55.18732452392578,20.888254165649414,11
0.6325961351394653,55.545047760009766,21.025375366210938,11
0.8463618755340576,55.45536804199219,20.957096099853516,11
0.9522140026092529,55.05189895629883,20.830671310424805,11
0.8369810581207275,55.056297302246094,20.827999114990234,11
0.8883088827133179,55.10232925415039,20.809715270996094,11
0.9967248439788818,54.896358489990234,20.72698211669922,11
0.8677043914794922,55.11903381347656,20.800825119018555,11
0.7529442310333252,55.370277404785156,20.869474411010742,11
0.6026493310928345,55.138240814208984,20.82686996459961,11
0.7043921947479248,54.80152893066406,20.756549835205078,11
0.7521419525146484,54.709720611572266,20.763946533203125,11
0.6857539415359497,54.644962310791016,20.703716278076172,11
0.7659005522727966,54.90336990356445,20.754924774169922,11
0.7534651160240173,55.099029541015625,20.876747131347656,11
0.6329426765441895,55.0600700378418,20.85142707824707,11
0.5992826819419861,55.224143981933594,20.824735641479492,11
0.7208369970321655,55.15972137451172,20.81281280517578,11
0.9074510335922241,54.90468215942383,20.784400939941406,11
0.7960832118988037,55.130516052246094,20.854475021362305,11
0.8017476797103882,55.410369873046875,20.892324447631836,11
0.7146614789962769,55.59193801879883,20.980804443359375,11
0.8428674340248108,55.2037467956543,20.922237396240234,11
0.9433246850967407,55.092655181884766,20.880191802978516,11
0.8314225077629089,55.041099548339844,20.844331741333008,11
0.6634001731872559,55.208553314208984,20.8885498046875,11
0.6931436657905579,55.02162551879883,20.826313018798828,11
0.669349730014801,55.261375427246094,20.886974334716797,11
0.6109808087348938,55.46979522705078,20.973386764526367,11
0.6506197452545166,55.364845275878906,20.954710006713867,11
0.6685227751731873,55.316673278808594,20.96669578552246,11
0.7489699721336365,55.24623489379883,20.930837631225586,11
0.9796739220619202,55.291099548339844,20.86211395263672,11
0.8854958415031433,55.822391510009766,21.054306030273438,11
0.6376742720603943,55.9430046081543,21.17526626586914,11
0.6651058197021484,56.014442443847656,21.185016632080078,11
0.7456679344177246,55.727699279785156,21.066144943237305,11
0.718293309211731,55.239051818847656,20.896638870239258,11
0.7278990745544434,55.246673583984375,20.885150909423828,11
0.8119288682937622,55.34184646606445,20.90586280822754,11
0.9271743893623352,55.37449264526367,20.9398250579834,11
0.9738060832023621,55.415157318115234,20.93170928955078,11
0.8329293131828308,54.94829559326172,20.82196807861328,11
0.8044850826263428,54.68830108642578,20.739992141723633,11
0.9794519543647766,55.019107818603516,20.840206146240234,11
0.9053131341934204,55.405826568603516,20.991981506347656,11
0.9899378418922424,55.0050048828125,20.814603805541992,11
0.8994282484054565,55.09331512451172,20.835124969482422,11
0.6558535099029541,55.117286682128906,20.845308303833008,11
0.601524293422699,55.161460876464844,20.895891189575195,11
0.8572148680686951,55.14289855957031,20.844072341918945,11
0.8196865320205688,55.05192565917969,20.795249938964844,11
0.7323039174079895,55.30327224731445,20.855247497558594,11
0.7005856037139893,55.59530258178711,21.034290313720703,11
0.7459404468536377,55.36404800415039,20.97216033935547,11
0.7162585258483887,55.142337799072266,20.884212493896484,11
0.6700690388679504,55.155582427978516,20.892805099487305,11
0.8925475478172302,55.2440185546875,20.878705978393555,11
0.8236204385757446,54.763484954833984,20.73145294189453,11
0.4995599389076233,54.76653289794922,20.816740036010742,11
0.6351604461669922,54.889747619628906,20.87485694885254,11
0.5386524200439453,54.7665901184082,20.781606674194336,11
0.566161036491394,54.81361770629883,20.76957130432129,11
0.6707965135574341,55.164058685302734,20.845808029174805,11
0.8014305830001831,55.200416564941406,20.839752197265625,11
0.7781240940093994,55.28428649902344,20.879079818725586,11
0.7061992883682251,55.17335891723633,20.820558547973633,11
0.5594159960746765,55.219200134277344,20.85984992980957,11
0.6572424173355103,55.632564544677734,21.0290470123291,11
0.8503130078315735,55.8691291809082,21.117372512817383,11
0.7430976629257202,55.179039001464844,20.862720489501953,11
0.6913673877716064,54.77383804321289,20.713401794433594,11
0.8387117981910706,55.35246276855469,20.919092178344727,11
0.8197503089904785,55.332496643066406,20.948923110961914,11
0.6873930096626282,55.5360107421875,21.02366828918457,11
0.8080515265464783,55.571311950683594,21.002077102661133,11
