entry,timeGMT,timeELA_s,CRC,exec,currSpeed_01_RPM,refSpeed_01_RPM,state,clcMode,voltage_V,current_mA,power_mW,testName,rwID,startTime
1,08:15:22 GMT,0.207,1,1,0,0,4,1,5.056,5.0,25.28,currTest,RW0-0072,20200915011522
2,08:15:23 GMT,0.522,1,1,0,0,4,1,5.072,6.8,34.49,currTest,RW0-0072,20200915011522
3,08:15:23 GMT,0.84,1,1,0,0,4,1,5.068,4.6,23.313,currTest,RW0-0072,20200915011522
4,08:15:23 GMT,1.159,1,1,0,0,1,1,5.068,8.3,42.064,currTest,RW0-0072,20200915011522
5,08:15:24 GMT,1.478,1,1,0,0,1,1,5.072,5.7,28.91,currTest,RW0-0072,20200915011522
6,08:15:24 GMT,1.796,1,1,0,0,1,1,5.064,8.2,41.525,currTest,RW0-0072,20200915011522
7,08:15:24 GMT,2.115,1,1,0,0,1,1,5.072,6.0,30.432,currTest,RW0-0072,20200915011522
8,08:15:25 GMT,2.433,1,1,0,0,1,1,5.068,8.9,45.105,currTest,RW0-0072,20200915011522
9,08:15:25 GMT,2.752,1,1,0,0,1,1,5.068,8.3,42.064,currTest,RW0-0072,20200915011522
10,08:15:25 GMT,3.07,1,1,0,0,1,1,5.068,8.0,40.544,currTest,RW0-0072,20200915011522
11,08:15:26 GMT,3.389,1,1,0,0,1,1,5.064,10.1,51.146,currTest,RW0-0072,20200915011522
12,08:15:26 GMT,3.708,1,1,0,0,1,1,5.072,4.8,24.346,currTest,RW0-0072,20200915011522
13,08:15:26 GMT,4.026,1,1,0,0,1,1,5.064,9.3,47.095,currTest,RW0-0072,20200915011522
14,08:15:27 GMT,4.345,spiError,5.06,5.3,26.818,currTest,RW0-0072,20200915011522
15,08:15:27 GMT,4.663,1,1,0,0,1,1,5.056,10.4,52.582,currTest,RW0-0072,20200915011522
16,08:15:27 GMT,4.982,1,1,0,0,1,1,5.068,4.2,21.286,currTest,RW0-0072,20200915011522
17,08:15:28 GMT,5.306,1,1,0,0,1,1,5.068,6.3,31.928,currTest,RW0-0072,20200915011522
18,08:15:28 GMT,5.624,spiError,5.06,9.9,50.094,currTest,RW0-0072,20200915011522
19,08:15:28 GMT,5.943,1,1,0,0,1,1,5.076,4.6,23.35,currTest,RW0-0072,20200915011522
20,08:15:28 GMT,6.262,1,1,0,0,1,1,5.056,10.2,51.571,currTest,RW0-0072,20200915011522
21,08:15:29 GMT,6.581,1,1,0,0,1,1,5.064,10.2,51.653,currTest,RW0-0072,20200915011522
22,08:15:29 GMT,6.899,1,1,0,0,1,1,5.076,5.7,28.933,currTest,RW0-0072,20200915011522
23,08:15:29 GMT,7.218,1,1,0,0,1,1,5.068,7.7,39.024,currTest,RW0-0072,20200915011522
24,08:15:30 GMT,7.536,1,1,0,0,1,1,5.068,6.7,33.956,currTest,RW0-0072,20200915011522
25,08:15:30 GMT,7.855,1,1,0,0,1,1,5.064,8.7,44.057,currTest,RW0-0072,20200915011522
26,08:15:30 GMT,8.173,1,1,0,0,1,1,5.072,6.6,33.475,currTest,RW0-0072,20200915011522
27,08:15:31 GMT,8.492,1,1,0,0,1,1,5.068,8.2,41.558,currTest,RW0-0072,20200915011522
28,08:15:31 GMT,8.811,1,1,0,0,1,1,5.064,9.2,46.589,currTest,RW0-0072,20200915011522
29,08:15:31 GMT,9.129,1,1,0,0,1,1,5.06,5.8,29.348,currTest,RW0-0072,20200915011522
30,08:15:32 GMT,9.448,1,1,0,0,1,1,5.064,9.7,49.121,currTest,RW0-0072,20200915011522
31,08:15:32 GMT,9.766,1,1,0,0,1,1,5.072,5.9,29.925,currTest,RW0-0072,20200915011522
32,08:15:32 GMT,10.085,1,1,0,0,1,1,5.06,9.8,49.588,currTest,RW0-0072,20200915011522
33,08:15:33 GMT,10.406,1,1,0,0,4,1,5.068,7.4,37.503,currTest,RW0-0072,20200915011522
34,08:15:33 GMT,10.724,1,1,0,0,4,1,5.068,6.7,33.956,currTest,RW0-0072,20200915011522
35,08:15:33 GMT,11.043,1,1,0,0,1,1,5.06,10.1,51.106,currTest,RW0-0072,20200915011522
36,08:15:34 GMT,11.361,1,1,0,0,1,1,5.064,5.8,29.371,currTest,RW0-0072,20200915011522
37,08:15:34 GMT,11.68,1,1,0,0,1,1,5.064,9.4,47.602,currTest,RW0-0072,20200915011522
38,08:15:34 GMT,11.999,1,1,0,0,1,1,5.076,5.3,26.903,currTest,RW0-0072,20200915011522
39,08:15:35 GMT,12.318,1,1,0,0,1,1,5.064,5.0,25.32,currTest,RW0-0072,20200915011522
40,08:15:35 GMT,12.636,1,1,0,0,1,1,5.06,8.5,43.01,currTest,RW0-0072,20200915011522
41,08:15:35 GMT,12.955,1,1,0,0,1,1,5.076,6.1,30.964,currTest,RW0-0072,20200915011522
42,08:15:35 GMT,13.273,1,1,0,0,1,1,5.064,9.8,49.627,currTest,RW0-0072,20200915011522
43,08:15:36 GMT,13.592,1,1,0,0,1,1,5.064,7.1,35.954,currTest,RW0-0072,20200915011522
44,08:15:36 GMT,13.911,spiError,5.048,8.6,43.413,currTest,RW0-0072,20200915011522
45,08:15:36 GMT,14.229,1,1,0,0,1,1,5.068,8.6,43.585,currTest,RW0-0072,20200915011522
46,08:15:37 GMT,14.548,1,1,0,0,1,1,5.068,5.5,27.874,currTest,RW0-0072,20200915011522
47,08:15:37 GMT,14.866,1,1,0,0,1,1,5.064,10.3,52.159,currTest,RW0-0072,20200915011522
48,08:15:37 GMT,15.185,1,1,0,0,1,1,5.068,4.8,24.326,currTest,RW0-0072,20200915011522
49,08:15:38 GMT,15.509,1,1,0,0,1,1,5.056,9.9,50.054,currTest,RW0-0072,20200915011522
50,08:15:38 GMT,15.827,1,1,0,0,1,1,5.072,5.5,27.896,currTest,RW0-0072,20200915011522
51,08:15:38 GMT,16.146,1,1,0,0,1,1,5.068,8.2,41.558,currTest,RW0-0072,20200915011522
52,08:15:39 GMT,16.464,1,1,0,0,1,1,5.072,6.9,34.997,currTest,RW0-0072,20200915011522
53,08:15:39 GMT,16.783,1,1,0,0,1,1,5.068,8.1,41.051,currTest,RW0-0072,20200915011522
